"ENST_ensemblTranscript","gene","ENSG_ensemblGene","EntrezSummary","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression","patientID","patientValue","group"
"00000416638","","00000238129","                                            ENSG00000238129  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.15,0.06,0.42,-0.09,"patient8_healthy",0,"healthy ASCs"
"00000417463","","00000234503","                                            ENSG00000234503  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.04,0.02,0.46,-0.02,"patient8_healthy",0.12,"healthy ASCs"
"00000417692","","00000233230","                                            ENSG00000233230  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",1.5,0.73,0.49,-0.76,"patient8_healthy",0.75,"healthy ASCs"
"00000418297","","00000229301","                                            ENSG00000229301  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.17,0.08,0.46,-0.09,"patient8_healthy",0.12,"healthy ASCs"
"00000418402","","00000238224","                                            ENSG00000238224  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.95,0.47,0.49,-0.48,"patient8_healthy",0,"healthy ASCs"
"00000418995","","00000224513","                                            ENSG00000224513  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",2.26,1.1,0.49,-1.17,"patient8_healthy",2.04,"healthy ASCs"
"00000419045","","00000233585","                                            ENSG00000233585  is a Pseudogene.                                                                                                                                                                                ",0.04,0.02,0.45,-0.02,"patient8_healthy",0.08,"healthy ASCs"
"00000419226","","00000243144","                                            ENSG00000243144  is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with ENSG00000243144 include Clear Cell Renal Cell Carcinoma.                                                                                                                                    ",0.44,0.19,0.44,-0.24,"patient8_healthy",0,"healthy ASCs"
"00000419384","","00000230491","                                            ENSG00000230491  is a Pseudogene.                                                                                                                                                                                ",0.31,0.14,0.43,-0.18,"patient8_healthy",0,"healthy ASCs"
"00000419672","","00000230570","                                            ENSG00000230570  is a Pseudogene.                                                                                                                                                                                ",0.03,0.01,0.44,-0.01,"patient8_healthy",0,"healthy ASCs"
"00000419694","","00000229962","                                            ENSG00000229962  is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with ENSG00000229962 include Pancreatic Cancer.                                                                                                                                    ",0.03,0.02,0.47,-0.02,"patient8_healthy",0,"healthy ASCs"
"00000419860","","00000237271","                                            ENSG00000237271  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.47,0.17,0.37,-0.3,"patient8_healthy",0,"healthy ASCs"
"00000419937","","00000227910","                                            ENSG00000227910  is a Pseudogene.                                                                                                                                                                                ",2.85,1.05,0.37,-1.8,"patient8_healthy",2.67,"healthy ASCs"
"00000420213","","00000237167","                                            ENSG00000237167  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.03,0.02,0.47,-0.02,"patient8_healthy",0.16,"healthy ASCs"
"00000420354","","00000231949","                                            ENSG00000231949  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.06,0.03,0.47,-0.03,"patient8_healthy",0,"healthy ASCs"
"00000420549","","00000233290","                                            ENSG00000233290  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.13,0.05,0.38,-0.08,"patient8_healthy",0,"healthy ASCs"
"00000420754","","00000239556","                                            ENSG00000239556  is a Pseudogene.                                                                                                                                                                                ",0.17,0.08,0.46,-0.09,"patient8_healthy",0.2,"healthy ASCs"
"00000421121","","00000230333","                                            ENSG00000230333  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.08,0.03,0.38,-0.05,"patient8_healthy",0.23,"healthy ASCs"
"00000421261","","00000266579","                                            ENSG00000266579  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.34,0.15,0.43,-0.2,"patient8_healthy",0.84,"healthy ASCs"
"00000421310","","00000236673","                                            ENSG00000236673  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.04,0.02,0.43,-0.02,"patient8_healthy",0,"healthy ASCs"
"00000421657","","00000228302","                                            ENSG00000228302  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.3,0.15,0.49,-0.16,"patient8_healthy",0.07,"healthy ASCs"
"00000421686","","00000240240","                                            ENSG00000240240  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.02,0.01,0.45,-0.01,"patient8_healthy",0,"healthy ASCs"
"00000421848","","00000223379","                                            ENSG00000223379  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.31,0.14,0.44,-0.17,"patient8_healthy",0,"healthy ASCs"
"00000421889","","00000283913","                                            ENSG00000283913  is an Uncategorized gene.                                                                                                                                                                                ",0.21,0.1,0.46,-0.12,"patient8_healthy",0,"healthy ASCs"
"00000421913","","00000236114","                                            ENSG00000236114  is a Pseudogene.                                                                                                                                                                                ",0.05,0.02,0.42,-0.03,"patient8_healthy",0,"healthy ASCs"
"00000422212","","00000237268","                                            ENSG00000237268  is a Pseudogene.                                                                                                                                                                                ",0.09,0.03,0.38,-0.06,"patient8_healthy",0,"healthy ASCs"
"00000422282","","00000225078","                                            ENSG00000225078  is a Pseudogene.                                                                                                                                                                                ",0.03,0.01,0.46,-0.01,"patient8_healthy",0.25,"healthy ASCs"
"00000422914","","00000236120","                                            ENSG00000236120  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.57,0.25,0.44,-0.32,"patient8_healthy",0.28,"healthy ASCs"
"00000422972","","00000226471","                                            ENSG00000226471  is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with ENSG00000226471 include Astrocytoma.                                                                                                                                    ",0.97,0.45,0.47,-0.52,"patient8_healthy",0,"healthy ASCs"
"00000423293","","00000213857","                                            ENSG00000213857  is a Pseudogene.                                                                                                                                                                                ",0.06,0.02,0.39,-0.04,"patient8_healthy",0,"healthy ASCs"
"00000424075","","00000236617","                                            ENSG00000236617  is an Uncategorized gene.                                                                                                                                                                                ",0.93,0.41,0.45,-0.51,"patient8_healthy",0.85,"healthy ASCs"
"00000424084","","00000233755","                                            ENSG00000233755  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.12,0.04,0.37,-0.07,"patient8_healthy",0,"healthy ASCs"
"00000424215","","00000228037","                                            ENSG00000228037  is an Uncategorized gene.                                                                                                                                                                                ",0.26,0.1,0.38,-0.16,"patient8_healthy",0.98,"healthy ASCs"
"00000424242","","00000235629","                                            ENSG00000235629  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.45,0.18,0.41,-0.27,"patient8_healthy",0,"healthy ASCs"
"00000424687","","00000225705","                                            ENSG00000225705  is a Pseudogene.                                                                                                                                                                                ",0.01,0,0.43,-0.01,"patient8_healthy",0.04,"healthy ASCs"
"00000424761","","00000223695","                                            ENSG00000223695  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.59,0.22,0.38,-0.37,"patient8_healthy",0.52,"healthy ASCs"
"00000425235","","00000233502","                                            ENSG00000233502  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.22,0.1,0.44,-0.12,"patient8_healthy",0,"healthy ASCs"
"00000426041","","00000238231","                                            ENSG00000238231  is a Pseudogene.                                                                                                                                                                                ",0.15,0.06,0.41,-0.09,"patient8_healthy",0,"healthy ASCs"
"00000426045","","00000228106","                                            ENSG00000228106  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.51,0.24,0.47,-0.27,"patient8_healthy",0.49,"healthy ASCs"
"00000426536","","00000229112","                                            ENSG00000229112  is a Pseudogene.                                                                                                                                                                                ",0.27,0.12,0.43,-0.16,"patient8_healthy",2.46,"healthy ASCs"
"00000426771","","00000223563","                                            ENSG00000223563  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",1.57,0.73,0.47,-0.84,"patient8_healthy",0.74,"healthy ASCs"
"00000426775","","00000235782","                                            ENSG00000235782  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",4.47,1.99,0.45,-2.48,"patient8_healthy",0.75,"healthy ASCs"
"00000428032","","00000228509","                                            ENSG00000228509  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.26,0.1,0.37,-0.16,"patient8_healthy",0,"healthy ASCs"
"00000428146","","00000225451","                                            ENSG00000225451  is a Pseudogene.                                                                                                                                                                                ",0.02,0.01,0.44,-0.01,"patient8_healthy",0,"healthy ASCs"
"00000428201","","00000236054","                                            ENSG00000236054  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.4,0.2,0.49,-0.2,"patient8_healthy",0.7,"healthy ASCs"
"00000428391","","00000224691","                                            ENSG00000224691  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",6.73,3.29,0.49,-3.45,"patient8_healthy",13.47,"healthy ASCs"
"00000428573","","00000226862","                                            ENSG00000226862  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.81,0.3,0.37,-0.51,"patient8_healthy",1.06,"healthy ASCs"
"00000428667","","00000233818","                                            ENSG00000233818  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",1.88,0.88,0.47,-1,"patient8_healthy",1.13,"healthy ASCs"
"00000428667","","00000233818","                                            ENSG00000233818  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",1.88,0.88,0.47,-1,"patient8_healthy",1.13,"healthy ASCs"
"00000429588","","00000230479","                                            ENSG00000230479  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",4.15,1.68,0.41,-2.47,"patient8_healthy",3.77,"healthy ASCs"
"00000429816","","00000225258","                                            ENSG00000225258  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.26,0.1,0.38,-0.16,"patient8_healthy",0.62,"healthy ASCs"
"00000429866","","00000231443","                                            ENSG00000231443  is a Pseudogene.                                                                                                                                                                                ",0.33,0.15,0.47,-0.17,"patient8_healthy",0.16,"healthy ASCs"
"00000430078","","00000237927","                                            ENSG00000237927  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.16,0.08,0.47,-0.09,"patient8_healthy",0.13,"healthy ASCs"
"00000431202","","00000235143","                                            ENSG00000235143  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.09,0.03,0.38,-0.05,"patient8_healthy",0.04,"healthy ASCs"
"00000432251","","00000233397","                                            ENSG00000233397  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",1.89,0.81,0.43,-1.09,"patient8_healthy",0.17,"healthy ASCs"
"00000432828","","00000223777","                                            ENSG00000223777  is a Pseudogene.                                                                                                                                                                                ",0.28,0.12,0.44,-0.16,"patient8_healthy",0,"healthy ASCs"
"00000433040","","00000225606","                                            ENSG00000225606  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.07,0.03,0.43,-0.04,"patient8_healthy",0.15,"healthy ASCs"
"00000433219","","00000235319","                                            ENSG00000235319  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.11,0.04,0.38,-0.07,"patient8_healthy",0,"healthy ASCs"
"00000433840","","00000228120","                                            ENSG00000228120  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.03,0.01,0.39,-0.02,"patient8_healthy",0,"healthy ASCs"
"00000433997","","00000267026","                                            ENSG00000267026  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",25,11.19,0.45,-13.81,"patient8_healthy",15.69,"healthy ASCs"
"00000434291","","00000248751","                                            ENSG00000248751  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is TBC1D10A.",0.19,0.08,0.43,-0.11,"patient8_healthy",0.84,"healthy ASCs"
"00000434291","","00000248751","                                            ENSG00000248751  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is TBC1D10A.",0.19,0.08,0.43,-0.11,"patient8_healthy",0.84,"healthy ASCs"
"00000434300","","00000285280","                                            ENSG00000285280  is an Uncategorized gene.                                                                                                                                                                                ",0.34,0.15,0.43,-0.2,"patient8_healthy",1.65,"healthy ASCs"
"00000434363","","00000230084","                                            ENSG00000230084  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.3,0.14,0.45,-0.17,"patient8_healthy",0,"healthy ASCs"
"00000435281","","00000233379","                                            ENSG00000233379  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.13,0.06,0.49,-0.07,"patient8_healthy",0,"healthy ASCs"
"00000435693","","00000228729","                                            ENSG00000228729  is a Pseudogene.                                                                                                                                                                                ",0.03,0.01,0.42,-0.01,"patient8_healthy",0,"healthy ASCs"
"00000437438","","00000215023","                                            ENSG00000215023  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.23,0.1,0.44,-0.13,"patient8_healthy",0.48,"healthy ASCs"
"00000437523","","00000228826","                                            ENSG00000228826  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",2.02,0.79,0.39,-1.23,"patient8_healthy",1.09,"healthy ASCs"
"00000438210","","00000228477","                                            ENSG00000228477  is a Pseudogene.                                                                                                                                                                                ",0.19,0.08,0.42,-0.11,"patient8_healthy",0.23,"healthy ASCs"
"00000438324","","00000232756","                                            ENSG00000232756  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.35,0.15,0.43,-0.2,"patient8_healthy",0,"healthy ASCs"
"00000438639","","00000223829","                                            ENSG00000223829  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.04,0.02,0.42,-0.02,"patient8_healthy",0,"healthy ASCs"
"00000438969","","00000228031","                                            ENSG00000228031  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.21,0.08,0.4,-0.12,"patient8_healthy",0.64,"healthy ASCs"
"00000439076","","00000236394","                                            ENSG00000236394  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.07,0.03,0.47,-0.04,"patient8_healthy",0,"healthy ASCs"
"00000440038","","00000237094","                                            ENSG00000237094  is a Pseudogene.                                                                                                                                                                                ",0.26,0.11,0.43,-0.15,"patient8_healthy",1.19,"healthy ASCs"
"00000440224","","00000243621","                                            ENSG00000243621  is a Pseudogene.                                                                                                                                                                                ",0.34,0.15,0.44,-0.19,"patient8_healthy",0,"healthy ASCs"
"00000440581","","00000234115","                                            ENSG00000234115  is a Pseudogene.                                                                                                                                                                                ",0.01,0.01,0.43,-0.01,"patient8_healthy",0,"healthy ASCs"
"00000440714","","00000237609","                                            ENSG00000237609  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",1.24,0.58,0.46,-0.67,"patient8_healthy",0,"healthy ASCs"
"00000440985","","00000225721","                                            ENSG00000225721  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.54,0.27,0.49,-0.28,"patient8_healthy",0.05,"healthy ASCs"
"00000441416","","00000236491","                                            ENSG00000236491  is a Pseudogene.                                                                                                                                                                                ",0.12,0.05,0.47,-0.06,"patient8_healthy",0,"healthy ASCs"
"00000441532","","00000234206","                                            ENSG00000234206  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.56,0.27,0.49,-0.28,"patient8_healthy",0,"healthy ASCs"
"00000441746","","00000227161","                                            ENSG00000227161  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.77,0.31,0.4,-0.46,"patient8_healthy",0,"healthy ASCs"
"00000441772","","00000230080","                                            ENSG00000230080  is a Pseudogene.                                                                                                                                                                                ",0.01,0.01,0.46,-0.01,"patient8_healthy",0,"healthy ASCs"
"00000442417","","00000225205","                                            ENSG00000225205  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",1.12,0.49,0.44,-0.63,"patient8_healthy",0.42,"healthy ASCs"
"00000442564","","00000225726","                                            ENSG00000225726  is a Pseudogene.                                                                                                                                                                                ",1.28,0.5,0.39,-0.78,"patient8_healthy",0.88,"healthy ASCs"
"00000442800","","00000281593","                                            ENSG00000281593  is a Protein Coding gene.                                                                                                                                                                                ",0.04,0.02,0.41,-0.02,"patient8_healthy",0,"healthy ASCs"
"00000443897","","00000234597","                                            ENSG00000234597  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.03,0.01,0.44,-0.02,"patient8_healthy",0,"healthy ASCs"
"00000444478","","00000234698","                                            ENSG00000234698  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.98,0.48,0.49,-0.5,"patient8_healthy",0.88,"healthy ASCs"
"00000444708","","00000236687","                                            ENSG00000236687  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.14,0.06,0.4,-0.09,"patient8_healthy",0.1,"healthy ASCs"
"00000445332","","00000236255","                                            ENSG00000236255  is an Uncategorized gene.                                                                                                                                                                                ",1.35,0.62,0.46,-0.73,"patient8_healthy",1.4,"healthy ASCs"
"00000445345","","00000225981","                                            ENSG00000225981  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.99,0.47,0.47,-0.53,"patient8_healthy",1.39,"healthy ASCs"
"00000445766","PRICKLE1","00000139174
","This gene encodes a nuclear receptor that may be a negative regulator of the Wnt/beta-catenin signaling pathway. The encoded protein localizes to the nuclear membrane and has been implicated in the nuclear trafficking of the transcription repressors REST/NRSF and REST4. Mutations in this gene have been linked to progressive myoclonus epilepsy. Alternate splicing results in multiple transcript variants. A pseudogene of this gene is found on chromosome 3. [provided by RefSeq, Sep 2009]",1.57,0.75,0.48,-0.82,"patient8_healthy",3.75,"healthy ASCs"
"00000446309","","00000224046","                                            ENSG00000224046  is an Uncategorized gene.                                                                                                                                                                                ",0.18,0.07,0.4,-0.11,"patient8_healthy",0,"healthy ASCs"
"00000446476","","00000228692","                                            ENSG00000228692  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.43,0.2,0.46,-0.23,"patient8_healthy",0.18,"healthy ASCs"
"00000446626","","00000226007","                                            ENSG00000226007  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.13,0.05,0.37,-0.08,"patient8_healthy",0.2,"healthy ASCs"
"00000446626","","00000226007","                                            ENSG00000226007  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.13,0.05,0.37,-0.08,"patient8_healthy",0.2,"healthy ASCs"
"00000447037","","00000239415","                                            ENSG00000239415  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.42,0.2,0.47,-0.22,"patient8_healthy",0,"healthy ASCs"
"00000447099","","00000224256","                                            ENSG00000224256  is a Pseudogene.                                                                                                                                                                                ",0.28,0.14,0.49,-0.14,"patient8_healthy",0,"healthy ASCs"
"00000447227","","00000228553","                                            ENSG00000228553  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",1.86,0.86,0.46,-1,"patient8_healthy",2.64,"healthy ASCs"
"00000447343","","00000229299","                                            ENSG00000229299  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.87,0.35,0.41,-0.51,"patient8_healthy",2.13,"healthy ASCs"
"00000447721","MARS1","00000166986
","This gene encodes a member of the class I family of aminoacyl-tRNA synthetases. These enzymes play a critical role in protein biosynthesis by charging tRNAs with their cognate amino acids. The encoded protein is a component of the multi-tRNA synthetase complex and catalyzes the ligation of methionine to tRNA molecules. [provided by RefSeq, Jan 2011]",4.07,1.75,0.43,-2.32,"patient8_healthy",3.86,"healthy ASCs"
"00000447835","","00000225166","                                            ENSG00000225166  is an Uncategorized gene.                                                                                                                                                                                ",0.92,0.41,0.44,-0.51,"patient8_healthy",0.79,"healthy ASCs"
"00000448028","","00000226410","                                            ENSG00000226410  is a Pseudogene.                                                                                                                                                                                ",1.66,0.72,0.43,-0.94,"patient8_healthy",0,"healthy ASCs"
"00000448897","","00000232110","                                            ENSG00000232110  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",1.27,0.63,0.49,-0.64,"patient8_healthy",3.74,"healthy ASCs"
"00000449016","","00000237645","                                            ENSG00000237645  is a Pseudogene.                                                                                                                                                                                ",0.06,0.03,0.49,-0.03,"patient8_healthy",0,"healthy ASCs"
"00000450077","","00000232817","                                            ENSG00000232817  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.17,0.08,0.46,-0.09,"patient8_healthy",0.12,"healthy ASCs"
"00000450480","","00000231295","                                            ENSG00000231295  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",1.28,0.5,0.4,-0.77,"patient8_healthy",1.98,"healthy ASCs"
"00000450704","","00000226007","                                            ENSG00000226007  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.18,0.08,0.44,-0.1,"patient8_healthy",0.18,"healthy ASCs"
"00000450704","","00000226007","                                            ENSG00000226007  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.18,0.08,0.44,-0.1,"patient8_healthy",0.18,"healthy ASCs"
"00000450783","","00000233461","                                            ENSG00000233461  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.1,0.04,0.42,-0.06,"patient8_healthy",0,"healthy ASCs"
"00000451100","","00000244757","                                            ENSG00000244757  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.45,0.2,0.45,-0.25,"patient8_healthy",0.51,"healthy ASCs"
"00000451350","","00000225889","                                            ENSG00000225889  is an Uncategorized gene.                                            Diseases associated with ENSG00000225889 include Astrocytoma.                                                                                                                                    ",0.11,0.05,0.47,-0.06,"patient8_healthy",0.04,"healthy ASCs"
"00000451355","","00000225092","                                            ENSG00000225092  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.34,0.16,0.47,-0.18,"patient8_healthy",0.12,"healthy ASCs"
"00000451368","","00000225792","                                            ENSG00000225792  is an Uncategorized gene.                                                                                                                                                                                ",0.11,0.05,0.45,-0.06,"patient8_healthy",0,"healthy ASCs"
"00000451601","","00000225140","                                            ENSG00000225140  is an Uncategorized gene.                                                                                                                                                                                ",0.14,0.06,0.43,-0.08,"patient8_healthy",0.23,"healthy ASCs"
"00000451614","","00000228360","                                            ENSG00000228360  is a Pseudogene.                                                                                                                                                                                ",0.78,0.37,0.47,-0.42,"patient8_healthy",0,"healthy ASCs"
"00000451707","","00000235158","                                            ENSG00000235158  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.05,0.02,0.45,-0.03,"patient8_healthy",0.04,"healthy ASCs"
"00000451733","","00000232936","                                            ENSG00000232936  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.07,0.03,0.49,-0.04,"patient8_healthy",0,"healthy ASCs"
"00000451781","","00000285756","                                            ENSG00000285756  is an Uncategorized gene.                                                                                                                                                                                ",0.49,0.23,0.47,-0.26,"patient8_healthy",0,"healthy ASCs"
"00000451781","","00000285756","                                            ENSG00000285756  is an Uncategorized gene.                                                                                                                                                                                ",0.49,0.23,0.47,-0.26,"patient8_healthy",0,"healthy ASCs"
