"product","productIngredient","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary"
"viral disease","hpv","HRAS","ENSG00000174775","This gene belongs to the Ras oncogene family, whose members are related to the transforming genes of mammalian sarcoma retroviruses. The products encoded by these genes function in signal transduction pathways. These proteins can bind GTP and GDP, and they have intrinsic GTPase activity. This protein undergoes a continuous cycle of de- and re-palmitoylation, which regulates its rapid exchange between the plasma membrane and the Golgi apparatus. Mutations in this gene cause Costello syndrome, a disease characterized by increased growth at the prenatal stage, growth deficiency at the postnatal stage, predisposition to tumor formation, cognitive disability, skin and musculoskeletal abnormalities, distinctive facial appearance and cardiovascular abnormalities. Defects in this gene are implicated in a variety of cancers, including bladder cancer, follicular thyroid cancer, and oral squamous cell carcinoma. Multiple transcript variants, which encode different isoforms, have been identified for this gene. [provided by RefSeq, Jul 2008]","HRAS (HRas Proto-Oncogene, GTPase) is a Protein Coding gene.                                            Diseases associated with HRAS include Costello Syndrome and Schimmelpenning-Feuerstein-Mims Syndrome.                                            Among its related pathways are Negative regulation of MAPK pathway and GDNF-Family Ligands and Receptor Interactions.                                            Gene Ontology (GO) annotations related to this gene include GTP binding and protein C-terminus binding.                                            An important paralog of this gene is KRAS.","Involved in the activation of Ras protein signal transduction (PubMed:22821884). Ras proteins bind GDP/GTP and possess intrinsic GTPase activity (PubMed:12740440, PubMed:14500341, PubMed:9020151).
                         RASH_HUMAN,P01112
                         "
"degree deodorant","hydrogenated castor oil","CASP3","ENSG00000164305","The protein encoded by this gene is a cysteine-aspartic acid protease that plays a central role in the execution-phase of cell apoptosis. The encoded protein cleaves and inactivates poly(ADP-ribose) polymerase while it cleaves and activates sterol regulatory element binding proteins as well as caspases 6, 7, and 9. This protein itself is processed by caspases 8, 9, and 10. It is the predominant caspase involved in the cleavage of amyloid-beta 4A precursor protein, which is associated with neuronal death in Alzheimer's disease. [provided by RefSeq, Aug 2017]","CASP3 (Caspase 3) is a Protein Coding gene.                                            Diseases associated with CASP3 include Oropharynx Cancer and Helicobacter Pylori Infection.                                            Among its related pathways are Apoptosis Modulation and Signaling and Nur77 Signaling in T-Cell.                                            Gene Ontology (GO) annotations related to this gene include peptidase activity and cysteine-type peptidase activity.                                            An important paralog of this gene is CASP7.","Involved in the activation cascade of caspases responsible for apoptosis execution. At the onset of apoptosis it proteolytically cleaves poly(ADP-ribose) polymerase (PARP) at a '216-Asp-|-Gly-217' bond. Cleaves and activates sterol regulatory element binding proteins (SREBPs) between the basic helix-loop-helix leucine zipper domain and the membrane attachment domain. Cleaves and activates caspase-6, -7 and -9. Involved in the cleavage of huntingtin. Triggers cell adhesion in sympathetic neurons through RET cleavage.
                         CASP3_HUMAN,P42574
                         "
"degree deodorant","hydrogenated castor oil","ALB","ENSG00000163631","This gene encodes the most abundant protein in human blood. This protein functions in the regulation of blood plasma colloid osmotic pressure and acts as a carrier protein for a wide range of endogenous molecules including hormones, fatty acids, and metabolites, as well as exogenous drugs. Additionally, this protein exhibits an esterase-like activity with broad substrate specificity. The encoded preproprotein is proteolytically processed to generate the mature protein. A peptide derived from this protein, EPI-X4, is an endogenous inhibitor of the CXCR4 chemokine receptor. [provided by RefSeq, Jul 2016]","ALB (Albumin) is a Protein Coding gene.                                            Diseases associated with ALB include Analbuminemia and Hyperthyroxinemia, Familial Dysalbuminemic.                                            Among its related pathways are Lipoprotein metabolism and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include enzyme binding and chaperone binding.                                            An important paralog of this gene is AFP.","Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017).
                         ALBU_HUMAN,P02768
                         "
"degree deodorant","hydrogenated castor oil","PTGER3","ENSG00000050628","The protein encoded by this gene is a member of the G-protein coupled receptor family. This protein is one of four receptors identified for prostaglandin E2 (PGE2). This receptor may have many biological functions, which involve digestion, nervous system, kidney reabsorption, and uterine contraction activities. Studies of the mouse counterpart suggest that this receptor may also mediate adrenocorticotropic hormone response as well as fever generation in response to exogenous and endogenous stimuli. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2009]","PTGER3 (Prostaglandin E Receptor 3) is a Protein Coding gene.                                            Diseases associated with PTGER3 include Ocular Hyperemia and Antenatal Bartter Syndrome.                                            Among its related pathways are Eicosanoid ligand-binding receptors and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and prostaglandin E receptor activity.                                            An important paralog of this gene is PTGFR.","Receptor for prostaglandin E2 (PGE2) (PubMed:8307176, PubMed:7883006, PubMed:8117308, PubMed:8135729, PubMed:7981210). The activity of this receptor can couple to both the inhibition of adenylate cyclase mediated by G(i) proteins, and to an elevation of intracellular calcium (PubMed:7883006, PubMed:8117308, PubMed:8135729, PubMed:7981210). Required for normal development of fever in response to pyrinogens, including IL1B, prostaglandin E2 and bacterial lipopolysaccharide (LPS). Required for normal potentiation of platelet aggregation by prostaglandin E2, and thus plays a role in the regulation of blood coagulation. Required for increased HCO3(-) secretion in the duodenum in response to mucosal acidification, and thereby contributes to the protection of the mucosa against acid-induced ulceration. Not required for normal kidney function, normal urine volume and osmolality (By similarity).
                         PE2R3_HUMAN,P43115
                         "
"degree deodorant","hydrogenated castor oil","PTGER4","ENSG00000171522","The protein encoded by this gene is a member of the G-protein coupled receptor family. This protein is one of four receptors identified for prostaglandin E2 (PGE2). This receptor can activate T-cell factor signaling. It has been shown to mediate PGE2 induced expression of early growth response 1 (EGR1), regulate the level and stability of cyclooxygenase-2 mRNA, and lead to the phosphorylation of glycogen synthase kinase-3. Knockout studies in mice suggest that this receptor may be involved in the neonatal adaptation of circulatory system, osteoporosis, as well as initiation of skin immune responses. [provided by RefSeq, Jul 2008]","PTGER4 (Prostaglandin E Receptor 4) is a Protein Coding gene.                                            Diseases associated with PTGER4 include Malignant Epithelial Mesothelioma and Penis Basal Cell Carcinoma.                                            Among its related pathways are Eicosanoid ligand-binding receptors and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and prostaglandin E receptor activity.                                            An important paralog of this gene is PTGIR.","Receptor for prostaglandin E2 (PGE2). The activity of this receptor is mediated by G(s) proteins that stimulate adenylate cyclase. Has a relaxing effect on smooth muscle. May play an important role in regulating renal hemodynamics, intestinal epithelial transport, adrenal aldosterone secretion, and uterine function.
                         PE2R4_HUMAN,P35408
                         "
"degree deodorant","hydrogenated castor oil","MAPK8","ENSG00000107643","The protein encoded by this gene is a member of the MAP kinase family. MAP kinases act as an integration point for multiple biochemical signals, and are involved in a wide variety of cellular processes such as proliferation, differentiation, transcription regulation and development. This kinase is activated by various cell stimuli, and targets specific transcription factors, and thus mediates immediate-early gene expression in response to cell stimuli. The activation of this kinase by tumor-necrosis factor alpha (TNF-alpha) is found to be required for TNF-alpha induced apoptosis. This kinase is also involved in UV radiation induced apoptosis, which is thought to be related to cytochrom c-mediated cell death pathway. Studies of the mouse counterpart of this gene suggested that this kinase play a key role in T cell proliferation, apoptosis and differentiation. Several alternatively spliced transcript variants encoding distinct isoforms have been reported. [provided by RefSeq, Apr 2016]","MAPK8 (Mitogen-Activated Protein Kinase 8) is a Protein Coding gene.                                            Diseases associated with MAPK8 include Fatty Liver Disease and Hepatitis C.                                            Among its related pathways are ATM Pathway and Association Between Physico-Chemical Features and Toxicity Associated Pathways.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring phosphorus-containing groups and protein tyrosine kinase activity.                                            An important paralog of this gene is MAPK10.","Serine/threonine-protein kinase involved in various processes such as cell proliferation, differentiation, migration, transformation and programmed cell death. Extracellular stimuli such as proinflammatory cytokines or physical stress stimulate the stress-activated protein kinase/c-Jun N-terminal kinase (SAP/JNK) signaling pathway. In this cascade, two dual specificity kinases MAP2K4/MKK4 and MAP2K7/MKK7 phosphorylate and activate MAPK8/JNK1. In turn, MAPK8/JNK1 phosphorylates a number of transcription factors, primarily components of AP-1 such as JUN, JDP2 and ATF2 and thus regulates AP-1 transcriptional activity. Phosphorylates the replication licensing factor CDT1, inhibiting the interaction between CDT1 and the histone H4 acetylase HBO1 to replication origins. Loss of this interaction abrogates the acetylation required for replication initiation. Promotes stressed cell apoptosis by phosphorylating key regulatory factors including p53/TP53 and Yes-associates protein YAP1. In T-cells, MAPK8 and MAPK9 are required for polarized differentiation of T-helper cells into Th1 cells. Contributes to the survival of erythroid cells by phosphorylating the antagonist of cell death BAD upon EPO stimulation. Mediates starvation-induced BCL2 phosphorylation, BCL2 dissociation from BECN1, and thus activation of autophagy. Phosphorylates STMN2 and hence regulates microtubule dynamics, controlling neurite elongation in cortical neurons. In the developing brain, through its cytoplasmic activity on STMN2, negatively regulates the rate of exit from multipolar stage and of radial migration from the ventricular zone. Phosphorylates several other substrates including heat shock factor protein 4 (HSF4), the deacetylase SIRT1, ELK1, or the E3 ligase ITCH. Phosphorylates the CLOCK-ARNTL/BMAL1 heterodimer and plays a role in the regulation of the circadian clock (PubMed:22441692). Phosphorylates the heat shock transcription factor HSF1, suppressing HSF1-induced transcriptional activity (PubMed:10747973). Phosphorylates POU5F1, which results in the inhibition of POU5F1's transcriptional activity and enhances its proteosomal degradation (By similarity). Phosphorylates JUND and this phosphorylation is inhibited in the presence of MEN1 (By similarity). In neurons, phosphorylates SYT4 which captures neuronal dense core vesicles at synapses (By similarity).
                         MK08_HUMAN,P45983
                         "
"replens vaginal dryness","hydrogenated palm oil glyceride","INS","ENSG00000254647","This gene encodes insulin, a peptide hormone that plays a vital role in the regulation of carbohydrate and lipid metabolism. After removal of the precursor signal peptide, proinsulin is post-translationally cleaved into three peptides: the B chain and A chain peptides, which are covalently linked via two disulfide bonds to form insulin, and C-peptide. Binding of insulin to the insulin receptor (INSR) stimulates glucose uptake. A multitude of mutant alleles with phenotypic effects have been identified, including insulin-dependent diabetes mellitus, permanent neonatal diabetes diabetes mellitus, maturity-onset diabetes of the young type 10 and hyperproinsulinemia. There is a read-through gene, INS-IGF2, which overlaps with this gene at the 5' region and with the IGF2 gene at the 3' region. [provided by RefSeq, May 2020]","INS (Insulin) is a Protein Coding gene.                                            Diseases associated with INS include Hyperproinsulinemia and Maturity-Onset Diabetes Of The Young, Type 10.                                            Among its related pathways are RET signaling and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and protease binding.                                            An important paralog of this gene is INS-IGF2.","Insulin decreases blood glucose concentration. It increases cell permeability to monosaccharides, amino acids and fatty acids. It accelerates glycolysis, the pentose phosphate cycle, and glycogen synthesis in liver.
                         INS_HUMAN,P01308
                         "
"replens vaginal dryness","hydrogenated palm oil glyceride","ALB","ENSG00000163631","This gene encodes the most abundant protein in human blood. This protein functions in the regulation of blood plasma colloid osmotic pressure and acts as a carrier protein for a wide range of endogenous molecules including hormones, fatty acids, and metabolites, as well as exogenous drugs. Additionally, this protein exhibits an esterase-like activity with broad substrate specificity. The encoded preproprotein is proteolytically processed to generate the mature protein. A peptide derived from this protein, EPI-X4, is an endogenous inhibitor of the CXCR4 chemokine receptor. [provided by RefSeq, Jul 2016]","ALB (Albumin) is a Protein Coding gene.                                            Diseases associated with ALB include Analbuminemia and Hyperthyroxinemia, Familial Dysalbuminemic.                                            Among its related pathways are Lipoprotein metabolism and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include enzyme binding and chaperone binding.                                            An important paralog of this gene is AFP.","Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017).
                         ALBU_HUMAN,P02768
                         "
"replens vaginal dryness","hydrogenated palm oil glyceride","TNF","ENSG00000232810","This gene encodes a multifunctional proinflammatory cytokine that belongs to the tumor necrosis factor (TNF) superfamily. This cytokine is mainly secreted by macrophages. It can bind to, and thus functions through its receptors TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. This cytokine is involved in the regulation of a wide spectrum of biological processes including cell proliferation, differentiation, apoptosis, lipid metabolism, and coagulation. This cytokine has been implicated in a variety of diseases, including autoimmune diseases, insulin resistance, and cancer. Knockout studies in mice also suggested the neuroprotective function of this cytokine. [provided by RefSeq, Jul 2008]","TNF (Tumor Necrosis Factor) is a Protein Coding gene.                                            Diseases associated with TNF include Asthma and Malaria.                                            Among its related pathways are Apoptosis Modulation and Signaling and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and cytokine activity.                                            An important paralog of this gene is LTB.","Cytokine that binds to TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. It is mainly secreted by macrophages and can induce cell death of certain tumor cell lines. It is potent pyrogen causing fever by direct action or by stimulation of interleukin-1 secretion and is implicated in the induction of cachexia, Under certain conditions it can stimulate cell proliferation and induce cell differentiation. Impairs regulatory T-cells (Treg) function in individuals with rheumatoid arthritis via FOXP3 dephosphorylation. Upregulates the expression of protein phosphatase 1 (PP1), which dephosphorylates the key 'Ser-418' residue of FOXP3, thereby inactivating FOXP3 and rendering Treg cells functionally defective (PubMed:23396208). Key mediator of cell death in the anticancer action of BCG-stimulated neutrophils in combination with DIABLO/SMAC mimetic in the RT4v6 bladder cancer cell line (PubMed:22517918, PubMed:16829952, PubMed:23396208). Induces insulin resistance in adipocytes via inhibition of insulin-induced IRS1 tyrosine phosphorylation and insulin-induced glucose uptake. Induces GKAP42 protein degradation in adipocytes which is partially responsible for TNF-induced insulin resistance (By similarity).
                         TNFA_HUMAN,P01375
                         "
"replens vaginal dryness","hydrogenated palm oil glyceride","IL6","ENSG00000136244","This gene encodes a cytokine that functions in inflammation and the maturation of B cells. In addition, the encoded protein has been shown to be an endogenous pyrogen capable of inducing fever in people with autoimmune diseases or infections. The protein is primarily produced at sites of acute and chronic inflammation, where it is secreted into the serum and induces a transcriptional inflammatory response through interleukin 6 receptor, alpha. The functioning of this gene is implicated in a wide variety of inflammation-associated disease states, including suspectibility to diabetes mellitus and systemic juvenile rheumatoid arthritis. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2015]","IL6 (Interleukin 6) is a Protein Coding gene.                                            Diseases associated with IL6 include Kaposi Sarcoma and Rheumatoid Arthritis, Systemic Juvenile.                                            Among its related pathways are Transcriptional misregulation in cancer and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include signaling receptor binding and growth factor activity.                                            ","Cytokine with a wide variety of biological functions. It is a potent inducer of the acute phase response. Plays an essential role in the final differentiation of B-cells into Ig-secreting cells Involved in lymphocyte and monocyte differentiation. Acts on B-cells, T-cells, hepatocytes, hematopoietic progenitor cells and cells of the CNS. Required for the generation of T(H)17 cells. Also acts as a myokine. It is discharged into the bloodstream after muscle contraction and acts to increase the breakdown of fats and to improve insulin resistance. It induces myeloma and plasmacytoma growth and induces nerve cells differentiation.
                         IL6_HUMAN,P05231
                         "
"replens vaginal dryness","hydrogenated palm oil glyceride","CRP","ENSG00000132693","The protein encoded by this gene belongs to the pentaxin family. It is involved in several host defense related functions based on its ability to recognize foreign pathogens and damaged cells of the host and to initiate their elimination by interacting with humoral and cellular effector systems in the blood. Consequently, the level of this protein in plasma increases greatly during acute phase response to tissue injury, infection, or other inflammatory stimuli. [provided by RefSeq, Sep 2009]","CRP (C-Reactive Protein) is a Protein Coding gene.                                            Diseases associated with CRP include Appendicitis and Acute Pyelonephritis.                                            Among its related pathways are Folate Metabolism and Activation of cAMP-Dependent PKA.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and cholesterol binding.                                            An important paralog of this gene is APCS.","Displays several functions associated with host defense: it promotes agglutination, bacterial capsular swelling, phagocytosis and complement fixation through its calcium-dependent binding to phosphorylcholine. Can interact with DNA and histones and may scavenge nuclear material released from damaged circulating cells.
                         CRP_HUMAN,P02741
                         "
"astroglide","hydroxyethyl cellulose","ALB","ENSG00000163631","This gene encodes the most abundant protein in human blood. This protein functions in the regulation of blood plasma colloid osmotic pressure and acts as a carrier protein for a wide range of endogenous molecules including hormones, fatty acids, and metabolites, as well as exogenous drugs. Additionally, this protein exhibits an esterase-like activity with broad substrate specificity. The encoded preproprotein is proteolytically processed to generate the mature protein. A peptide derived from this protein, EPI-X4, is an endogenous inhibitor of the CXCR4 chemokine receptor. [provided by RefSeq, Jul 2016]","ALB (Albumin) is a Protein Coding gene.                                            Diseases associated with ALB include Analbuminemia and Hyperthyroxinemia, Familial Dysalbuminemic.                                            Among its related pathways are Lipoprotein metabolism and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include enzyme binding and chaperone binding.                                            An important paralog of this gene is AFP.","Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017).
                         ALBU_HUMAN,P02768
                         "
"astroglide","hydroxyethyl cellulose","EPO","ENSG00000130427","This gene encodes a secreted, glycosylated cytokine composed of four alpha helical bundles. The encoded protein is mainly synthesized in the kidney, secreted into the blood plasma, and binds to the erythropoietin receptor to promote red blood cell production, or erythropoiesis, in the bone marrow. Expression of this gene is upregulated under hypoxic conditions, in turn leading to increased erythropoiesis and enhanced oxygen-carrying capacity of the blood. Expression of this gene has also been observed in brain and in the eye, and elevated expression levels have been observed in diabetic retinopathy and ocular hypertension. Recombinant forms of the encoded protein exhibit neuroprotective activity against a variety of potential brain injuries, as well as antiapoptotic functions in several tissue types, and have been used in the treatment of anemia and to enhance the efficacy of cancer therapies. [provided by RefSeq, Aug 2017]","EPO (Erythropoietin) is a Protein Coding gene.                                            Diseases associated with EPO include Diamond-Blackfan Anemia-Like and Erythrocytosis, Familial, 5.                                            Among its related pathways are HIF1Alpha Pathway and Development EPO-induced Jak-STAT pathway.                                            Gene Ontology (GO) annotations related to this gene include hormone activity and erythropoietin receptor binding.                                            ","Hormone involved in the regulation of erythrocyte proliferation and differentiation and the maintenance of a physiological level of circulating erythrocyte mass. Binds to EPOR leading to EPOR dimerization and JAK2 activation thereby activating specific downstream effectors, including STAT1 and STAT3.
                         EPO_HUMAN,P01588
                         "
"astroglide","hydroxyethyl cellulose","F8","ENSG00000185010","This gene encodes coagulation factor VIII, which participates in the intrinsic pathway of blood coagulation; factor VIII is a cofactor for factor IXa which, in the presence of Ca+2 and phospholipids, converts factor X to the activated form Xa.  This gene produces two alternatively spliced transcripts. Transcript variant 1 encodes a large glycoprotein, isoform a, which circulates in plasma and associates with von Willebrand factor in a noncovalent complex. This protein undergoes multiple cleavage events. Transcript variant 2 encodes a putative small protein, isoform b, which consists primarily of the phospholipid binding domain of factor VIIIc. This binding domain is essential for coagulant activity. Defects in this gene results in hemophilia A, a common recessive X-linked coagulation disorder. [provided by RefSeq, Jul 2008]","F8 (Coagulation Factor VIII) is a Protein Coding gene.                                            Diseases associated with F8 include Hemophilia A and Factor Viii Deficiency.                                            Among its related pathways are Formation of Fibrin Clot (Clotting Cascade) and Response to elevated platelet cytosolic Ca2+.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and copper ion binding.                                            An important paralog of this gene is F5.","Factor VIII, along with calcium and phospholipid, acts as a cofactor for F9/factor IXa when it converts F10/factor X to the activated form, factor Xa.
                         FA8_HUMAN,P00451
                         "
"astroglide","hydroxyethyl cellulose","ITGAM","ENSG00000169896","This gene encodes the integrin alpha M chain. Integrins are heterodimeric integral membrane proteins composed of an alpha chain and a beta chain. This I-domain containing alpha integrin combines with the beta 2 chain (ITGB2) to form a leukocyte-specific integrin referred to as macrophage receptor 1 ('Mac-1'), or inactivated-C3b (iC3b) receptor 3 ('CR3'). The alpha M beta 2 integrin is important in the adherence of neutrophils and monocytes to stimulated endothelium, and also in the phagocytosis of complement coated particles. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2009]","ITGAM (Integrin Subunit Alpha M) is a Protein Coding gene.                                            Diseases associated with ITGAM include Systemic Lupus Erythematosus 6 and Shwartzman Phenomenon.                                            Among its related pathways are Neuroscience and Transcriptional misregulation in cancer.                                            Gene Ontology (GO) annotations related to this gene include protein heterodimerization activity.                                            An important paralog of this gene is ITGAX.","Integrin ITGAM/ITGB2 is implicated in various adhesive interactions of monocytes, macrophages and granulocytes as well as in mediating the uptake of complement-coated particles and pathogens (PubMed:9558116, PubMed:20008295). It is identical with CR-3, the receptor for the iC3b fragment of the third complement component. It probably recognizes the R-G-D peptide in C3b. Integrin ITGAM/ITGB2 is also a receptor for fibrinogen, factor X and ICAM1. It recognizes P1 and P2 peptides of fibrinogen gamma chain. Regulates neutrophil migration (PubMed:28807980). In association with beta subunit ITGB2/CD18, required for CD177-PRTN3-mediated activation of TNF primed neutrophils (PubMed:21193407). May regulate phagocytosis-induced apoptosis in extravasated neutrophils (By similarity). May play a role in mast cell development (By similarity). Required with TYROBP/DAP12 in microglia to control production of microglial superoxide ions which promote the neuronal apoptosis that occurs during brain development (By similarity).
                         ITAM_HUMAN,P11215
                         "
"astroglide","hydroxyethyl cellulose","CSF3","ENSG00000108342","This gene encodes a member of the IL-6 superfamily of cytokines. The encoded cytokine controls the production, differentiation, and function of granulocytes. Granulocytes are a type of white blood cell that are part of the innate immune response. A modified form of this protein is commonly administered to manage chemotherapy-induced neutropenia. Alternatively spliced transcript variants have been described for this gene. [provided by RefSeq, May 2020]","CSF3 (Colony Stimulating Factor 3) is a Protein Coding gene.                                            Diseases associated with CSF3 include Neutropenia and Mucositis.                                            Among its related pathways are PEDF Induced Signaling and Hematopoietic cell lineage.                                            Gene Ontology (GO) annotations related to this gene include enzyme binding and growth factor activity.                                            ","Granulocyte/macrophage colony-stimulating factors are cytokines that act in hematopoiesis by controlling the production, differentiation, and function of 2 related white cell populations of the blood, the granulocytes and the monocytes-macrophages. This CSF induces granulocytes.
                         CSF3_HUMAN,P09919
                         "
"KY warming","hydroxypropyl cellulose","KRT17","ENSG00000128422","This gene encodes the type I intermediate filament chain keratin 17, expressed in nail bed, hair follicle, sebaceous glands, and other epidermal appendages. Mutations in this gene lead to Jackson-Lawler type pachyonychia congenita and steatocystoma multiplex. [provided by RefSeq, Aug 2008]","KRT17 (Keratin 17) is a Protein Coding gene.                                            Diseases associated with KRT17 include Steatocystoma Multiplex and Pachyonychia Congenita 2.                                            Among its related pathways are Cytoskeleton remodeling Neurofilaments and Relaxin signaling pathway.                                            Gene Ontology (GO) annotations related to this gene include structural molecule activity and MHC class II receptor activity.                                            An important paralog of this gene is KRT14.","Type I keratin involved in the formation and maintenance of various skin appendages, specifically in determining shape and orientation of hair (By similarity). Required for the correct growth of hair follicles, in particular for the persistence of the anagen (growth) state (By similarity). Modulates the function of TNF-alpha in the specific context of hair cycling. Regulates protein synthesis and epithelial cell growth through binding to the adapter protein SFN and by stimulating Akt/mTOR pathway (By similarity). Involved in tissue repair. May be a marker of basal cell differentiation in complex epithelia and therefore indicative of a certain type of epithelial 'stem cells'. Acts as a promoter of epithelial proliferation by acting a regulator of immune response in skin: promotes Th1/Th17-dominated immune environment contributing to the development of basaloid skin tumors (By similarity). May act as an autoantigen in the immunopathogenesis of psoriasis, with certain peptide regions being a major target for autoreactive T-cells and hence causing their proliferation.
                         K1C17_HUMAN,Q04695
                         "
"KY warming","hydroxypropyl cellulose","SMN2","ENSG00000205571","This gene is part of a 500 kb inverted duplication on chromosome 5q13. This duplicated region contains at least four genes and repetitive elements which make it prone to rearrangements and deletions. The repetitiveness and complexity of the sequence have also caused difficulty in determining the organization of this genomic region. The telomeric and centromeric copies of this gene are nearly identical and encode the same protein. While mutations in the telomeric copy are associated with spinal muscular atrophy, mutations in this gene, the centromeric copy, do not lead to disease. This gene may be a modifier of disease caused by mutation in the telomeric copy. The critical sequence difference between the two genes is a single nucleotide in exon 7, which is thought to be an exon splice enhancer. Note that the nine exons of both the telomeric and centromeric copies are designated historically as exon 1, 2a, 2b, and 3-8. It is thought that gene conversion events may involve the two genes, leading to varying copy numbers of each gene. The full length protein encoded by this gene localizes to both the cytoplasm and the nucleus. Within the nucleus, the protein localizes to subnuclear bodies called gems which are found near coiled bodies containing high concentrations of small ribonucleoproteins (snRNPs). This protein forms heteromeric complexes with proteins such as SIP1 and GEMIN4, and also interacts with several proteins known to be involved in the biogenesis of snRNPs, such as hnRNP U protein and the small nucleolar RNA binding protein. Four transcript variants encoding distinct isoforms have been described. [provided by RefSeq, Sep 2008]","SMN2 (Survival Of Motor Neuron 2, Centromeric) is a Protein Coding gene.                                            Diseases associated with SMN2 include Spinal Muscular Atrophy, Type Iii and Spinal Muscular Atrophy, Type Ii.                                            Among its related pathways are Transport of the SLBP independent Mature mRNA and Gene Expression.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and RNA binding.                                            An important paralog of this gene is SMN1.","The SMN complex plays a catalyst role in the assembly of small nuclear ribonucleoproteins (snRNPs), the building blocks of the spliceosome. Thereby, plays an important role in the splicing of cellular pre-mRNAs. Most spliceosomal snRNPs contain a common set of Sm proteins SNRPB, SNRPD1, SNRPD2, SNRPD3, SNRPE, SNRPF and SNRPG that assemble in a heptameric protein ring on the Sm site of the small nuclear RNA to form the core snRNP. In the cytosol, the Sm proteins SNRPD1, SNRPD2, SNRPE, SNRPF and SNRPG are trapped in an inactive 6S pICln-Sm complex by the chaperone CLNS1A that controls the assembly of the core snRNP. Dissociation by the SMN complex of CLNS1A from the trapped Sm proteins and their transfer to an SMN-Sm complex triggers the assembly of core snRNPs and their transport to the nucleus. Ensures the correct splicing of U12 intron-containing genes that may be important for normal motor and proprioceptive neurons development. Also required for resolving RNA-DNA hybrids created by RNA polymerase II, that form R-loop in transcription terminal regions, an important step in proper transcription termination. May also play a role in the metabolism of small nucleolar ribonucleoprotein (snoRNPs).
                         SMN_HUMAN,Q16637
                         "
