"Ensembl_ID","patient1_healthy","patient2_healthy","patient3_healthy","patient4_healthy","patient5_healthy","patient6_healthy","patient7_healthy","patient8_healthy","patient9_healthy","patient10_healthy","patient1_diseased","patient2_diseased","patient3_diseased","patient4_diseased","patient5_diseased","patient6_diseased","patient7_diseased","patient8_diseased","patient9_diseased","patient10_diseased","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression"
"ENST00000481285",0,0,0,0,0,0,0.11,0,0,0.25,0.06,0.04,0.13,0.01,0.21,0,0,0.03,0.23,0.05,0.01,0.08,6.16,0.06
"ENST00000481286",0,0,0.35,0,0,0,0,0,0,0,1.98,0,0.3,0,0,0,0,0,0,0,0.04,0.23,5.91,0.19
"ENST00000481392",0,0,0,0,0,0,0.2,0,0,0.4,0,0.44,0.22,0,0,0,0.85,0,0,0,0.02,0.15,6.82,0.13
"ENST00000481595",0,0,0,0,0.3,0,0,0,0,0.75,0,0,0,0,0,0,0.58,0.21,0.59,0.54,0.03,0.19,5.71,0.16
"ENST00000481609",0,0,0,0,0,0,0,0,0.13,0.17,0.04,0,0,0.23,0,0.76,0,0,0,0,0.01,0.1,7.17,0.09
"ENST00000481681",0,0,0,0,0,0,0,0.38,0,0,0,0,0,0.3,0,0,0,0,0,1.52,0.04,0.18,4.25,0.14
"ENST00000481777",0,2.78,0,0,0,0,0,0,0,0,5.41,10.56,0,8.68,2.62,0,0,0,0,0,0.31,2.73,8.82,2.42
"ENST00000481829",0.12,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0.28,0,0,0.01,0.06,4.39,0.05
"ENST00000482013",0.3,0,0,0,0,0,0,0,0,0,0.88,0,0.59,0,0,0,0,1.44,0,0,0.03,0.29,8.75,0.26
"ENST00000482124",0,0,0,0,0,0,0,0,0.23,0,0.59,0,0,0,0,0.47,0.24,0,0,0,0.03,0.13,5.07,0.1
"ENST00000482194",0.25,0,0.44,0,0,0,0,0.32,0,0,0.91,0,0,0,2.8,0,1.36,0,0,0,0.11,0.51,4.53,0.4
"ENST00000482207",0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,0,0.73,0.07,0.28,4.02,0.21
"ENST00000482474",0,0.14,0,0.12,0,0,0.21,0,0,0,0,0.04,0.77,0.19,0.23,1.59,1.63,0.15,0,0.42,0.05,0.5,9.6,0.45
"ENST00000482505",0,0.61,0,0,0,1.72,0,0,0,0,0.79,0.57,0.8,1.33,0.51,0.83,2.79,2.45,0,0.44,0.26,1.05,4.06,0.79
"ENST00000482506",0,0,0,0,0,0.29,0,0,0,0,0,0.29,0.82,0,0,0,0,0,0.3,0.91,0.03,0.23,7.08,0.2
"ENST00000482527",0,0,0,0,0,0,0,0.08,0,0,0.85,0,0.12,0,0,0,0,0,0,0,0.01,0.1,10.5,0.09
"ENST00000482536",0,0,0,0,0,0,0,0.28,0,0,0.44,0,0,0,0.87,0,0,0.39,0,0.1,0.03,0.18,5.84,0.15
"ENST00000482547",0,0,0,0,0,0,0,0,0.08,0.08,0,0,0.08,0,0,0.35,0.25,0,0.16,0,0.01,0.08,9.44,0.08
"ENST00000482570",0,0,0,0,0,0.74,0,0,0,2.68,1.66,0,0,1.74,3.84,8.43,0,0,0,0,0.08,1.57,19.17,1.49
"ENST00000482607",0,0.76,0,0,0,0,0.92,0,0,0,0.9,0.84,2.79,2.15,1.34,0,1.38,0.78,0,0,0.19,1.02,5.47,0.83
"ENST00000482706",0,2.55,0,0,0,0,0,0,0,0,0,6.35,1.27,10.44,1.13,0,0,1.44,0,0,0.28,2.06,7.29,1.78
"ENST00000482740",0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0.05,0.2,0,0,0,0.03,0,0.01,0.03,4.31,0.02
"ENST00000482767",0,0,1.01,0,0,0,0.86,0,0,0,0.88,0,0,4.44,0,5.21,0,0,0,0,0.21,1.05,5.07,0.85
"ENST00000482929",0,0,0,0,0,0,0.08,0,0,0,0.09,0.16,0,0,0,0,0,0,0.25,0,0.01,0.05,5.69,0.04
"ENST00000482965",0,0,0,0,0,0,0.71,0,0,0,1.91,1.62,0,0,0.47,0,0.33,0,0,0.94,0.08,0.53,6.69,0.45
"ENST00000483239",0.16,0,0,0,0,0,0,0.12,0,0,0.43,0,0,0.66,0,0,0.64,0,0,0.15,0.03,0.19,6.11,0.16
"ENST00000483251",0,0,0,0,0,0,0,0.43,0,0,0.53,0,0.5,0.33,0,0,0.66,0,0,0.33,0.05,0.23,4.93,0.19
"ENST00000483297",0,0,0,0,0.96,0,0,0,0,0,0,0,3.74,0,0,0,0.78,0.87,3.25,0,0.11,0.86,8.11,0.76
"ENST00000483395",0,0,0,0,0,0.49,0,0,0,0,0.82,0.76,0.58,0,0,0,0,0,0.65,0,0.05,0.28,5.21,0.23
"ENST00000483406",0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.67,0,0,0,0,0,1.41,0.01,0.21,15.43,0.19
"ENST00000483448",0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0.04,0.2,5.69,0.17
"ENST00000483517",0,0.66,0,0,0,0.34,0,0,0,0,0.34,0,0.35,0.39,0,4.29,0,0.32,0,0,0.11,0.57,5.1,0.46
"ENST00000483547",0.45,0.51,0,0,0.76,0,0,0,0.08,0,0,0,0,0.89,0,0,4.54,2.61,0.49,0.76,0.2,0.93,4.63,0.73
"ENST00000483600",0,0,0,0,0,0.1,0,0,0,0,0.1,0,0.38,0.33,0.1,0,0,0.15,0,0.22,0.01,0.13,11.25,0.12
"ENST00000483646",0,0,0.32,0,0.34,0,0,0,0,1.54,1.05,0.51,0,0,0.27,0,0.27,0.33,1.31,1.11,0.07,0.49,6.64,0.41
"ENST00000483786",0,0,0,0,0,0,0.89,0,0,5.33,0,1.36,2.04,2.19,0,0,0,3.12,3.93,0,0.1,1.26,12.82,1.17
"ENST00000483835",0,0,0,0,0,0,0,0,0.32,4.09,0,0,0,0.06,0,1.84,0,0,1.2,0,0.04,0.31,8.78,0.27
"ENST00000483843",0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.63,0,0.23,0.67,0.22,0.02,0.18,10.35,0.16
"ENST00000483873",0,0,0,0,0.17,0,0,0,0,0,0.27,0.07,0.2,0.17,0.1,0,0,0,0.09,0,0.02,0.09,4.91,0.07
"ENST00000483907",0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0.02,0.07,4.55,0.05
"ENST00000483946",0.16,0,0,0,0,0,0,0,0,0,0.95,0,0,0.19,0,0,0,0,0,0,0.02,0.11,6.29,0.1
"ENST00000484017",0,0.35,0,0,0,0,0,0,0,0,0,0,0.52,1.97,0,0,0,0,0,0,0.04,0.25,6.37,0.21
"ENST00000484027",0,0.2,0,0,0,0,0,0,0,8.9,0,3.74,0,0,0,0,0,0,0.94,0,0.02,0.47,20.7,0.45
"ENST00000484054",0,0,0,0,0,0,0.39,0.69,0,0,0.64,0,0.37,1.22,0.32,0,2.21,0.7,0.99,0,0.12,0.64,5.38,0.52
"ENST00000484058",0,0,0,0,0.12,0,0.66,0,0,0,0.06,0,0.16,0,0,0,0,0,2.82,1.02,0.09,0.4,4.63,0.32
"ENST00000484064",0,0.15,0.17,0,0,0,0,0.31,0,1.61,0.83,0.15,1,0.66,0.22,0,0,0.16,0.31,0,0.07,0.33,4.74,0.26
"ENST00000484161",0,0,0,0,0,1.48,0.25,0.27,0,0,1.21,0.32,1.58,1.17,2.67,0.27,0.3,1.07,0.86,0.76,0.22,1.02,4.61,0.8
"ENST00000484183",0,0,0,0,0,0,0.14,0,0,0,0,0.61,0.18,0.15,0.75,0.53,0,0,0,0.29,0.02,0.25,16.14,0.23
"ENST00000484304",0,0,0,0,0,0.07,0,0,0.15,0.62,0,0.21,0.62,0.08,0,0,0,0,0,0.77,0.02,0.17,6.85,0.14
"ENST00000484313",0,0,0,0,0,0,0.28,0,0,0,2.59,0,0,0,0,0.3,0.61,0,0.63,0.48,0.03,0.46,14.84,0.43
"ENST00000484355",0,0,0,0,0.32,0,0,0,0,0,0.39,0,0,0,0,0,0.81,0.22,0,0.28,0.04,0.17,4.79,0.13
"ENST00000484399",0,0,0.04,0,0,0,0,0,0.03,0,0,0,0,0.36,0,0,0,0,0.37,0,0.01,0.07,9.45,0.06
"ENST00000484439",0,0,0,0,0,0,0,0.45,0,0.75,1.32,0,0,1.13,0.3,0,0,0,0,0,0.05,0.27,5.53,0.23
"ENST00000484505",0,0,0,0,0,0,0.51,0,0,0,0.53,0.55,0,0,0,0,0,0.9,0.56,0,0.06,0.25,4.47,0.2
"ENST00000484792",0,0,0,0,0,0,0,0.13,0,0,0.41,0,0.1,0,0,0,0.3,0.1,0,0.12,0.01,0.1,7.29,0.09
"ENST00000484817",0,0,0.37,0,0,0,0,0,0,0.53,2.03,0,0.51,0,0,0,0,0,0,0,0.04,0.25,6.22,0.21
"ENST00000484873",0,0.72,0,0,0,0,0,0,0,0,2.33,0.65,0,0.64,0,0,0,0,0,0,0.08,0.36,4.53,0.28
"ENST00000484920",0,0,0,0,0.18,0,0.37,0,0,0,0,0,0.66,0.01,0.26,0,0.58,0,0.7,0.44,0.06,0.27,4.29,0.2
"ENST00000484933",0,0,0,0,0.25,0,0,0,0,0,0.78,0,0.52,0,0,0,0.76,0,0.04,0,0.03,0.21,7.46,0.18
"ENST00000484958",0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,1.09,1.84,0,0,0.22,0,0.04,0.32,7.77,0.28
"ENST00000485062",0,0,0,0,0.52,0,0,0,0,0,0,0,0.27,0.42,0.81,0,0,0,0.48,1.2,0.06,0.32,5.49,0.26
"ENST00000485158",0,0.58,0,0,0,0,0,0,0,0,0,0,0,3.53,1.88,0,1.07,0,1.66,0,0.06,0.81,12.65,0.75
"ENST00000485169",0,0,0,0,0,0,0.18,0.25,0,0,0,0,0.16,0.65,0.23,0.62,0,0.13,0.28,0,0.05,0.21,4.38,0.16
"ENST00000485181",0.26,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,1.02,0,0,0,0.03,0.12,4.26,0.09
"ENST00000485202",0,0,0.34,0,0,0,0,0,0,0,0,0,0,2.2,0,0,2.46,0,0.42,0.38,0.04,0.55,14.56,0.51
"ENST00000485204",0,0,0,0,0,0,0,1.18,0,0,0,0,2.17,2.23,2.02,5.5,1.11,0,6.72,1.14,0.13,2.09,15.95,1.96
"ENST00000485215",0,0,0,0,0,0,0,0.23,0,4.52,0,0,0,0,1.49,0,0,0,0,0,0.03,0.15,5.94,0.12
"ENST00000485295",0,0.09,0,0,0,0,0,0,0,0,0,0.16,0,0.09,0,0.13,0,0,0.28,0,0.01,0.07,6.97,0.06
"ENST00000485309",0,0,0,0.12,0,0.12,0,0.11,0,0.11,0.21,0,0.38,0.42,0,0.11,0.35,0.12,0.97,0,0.04,0.26,6.69,0.22
"ENST00000485358",0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0.17,0.31,0.28,0,0.02,0.08,4.06,0.06
"ENST00000485374",0,0,0,0,0,0.32,0,0,0,0,0,0.94,0,0,2.36,0.61,0,0,0,0,0.04,0.39,10.82,0.35
"ENST00000485404",0,0,0,0,0,0,0.19,0,0.2,0.4,0.4,0,0.2,1.19,0,0,0,0.44,0,0,0.04,0.22,5.12,0.18
"ENST00000485406",0,0,0,0,0,0.28,0,0,0.28,0,0.15,0,0.37,0,0,0,0,0.49,1.08,0.96,0.06,0.3,4.88,0.24
"ENST00000485429",0,0,0,0,0,0,1.05,0,0,3.08,2.15,5.13,0,0,0,0,0,0,1.1,2.36,0.12,1.07,9.23,0.96
"ENST00000485454",0,0,0,0,1.07,0,0,0,0,0,0,1.65,0,0.79,0,0,0.85,0,0,4.29,0.12,0.76,6.36,0.64
"ENST00000485461",0,0,0.27,0,0,0,0,0,0,0,0.52,0,0,0.25,0,0,0,0.95,0,0,0.03,0.17,5.82,0.14
"ENST00000485464",0.07,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0.01,0.04,4.88,0.03
"ENST00000485522",0,0,0,0,1.04,0,0,0,0,0,1.11,0,0,4.44,0,0,2.22,0,0,0,0.12,0.78,6.69,0.66
"ENST00000485538",0,0,0,0,0,0,0.67,0.37,0,0,0,0,1.42,1.04,0,0,1.5,0,0,1.67,0.12,0.56,4.87,0.45
"ENST00000485659",0,0,0,0,0,0.32,0,0,0,0,0,0,1.77,0,0,0,0,1.27,0,0,0.04,0.3,8.49,0.27
"ENST00000485665",0,0.77,0,0,0,0.75,0,0,0,0,0.86,0,0,0,0,0,1.72,0,5.45,0,0.17,0.8,4.73,0.63
"ENST00000485690",0.11,0,0,0,0,0,0,0,0,0,0,0.92,0.15,0.25,0.65,0,0,0,0.23,0,0.01,0.22,17.49,0.21
"ENST00000485761",0,0,0,0,0,0,0.24,0,0,0.01,0,0.43,0,0.53,0,0.54,0.36,0.21,0,0,0.03,0.21,7.6,0.18
"ENST00000485768",0,0,0.16,0,0.19,0,0,0,0,0,0.59,0,0,0.58,0,0,0.46,0,0,0,0.04,0.16,4.11,0.12
"ENST00000485836",0,0.31,0,0,0,0,0,0,0,0,0,0.29,0.27,0.27,0,0.56,0,0,0,0,0.03,0.14,4.03,0.1
"ENST00000485850",0.39,0,0,0,0,0,0,0,0,0,0.91,0,0,0.43,0,0,0.42,0,0,0,0.04,0.18,4.09,0.13
"ENST00000485867",0,0,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,0.86,0.27,0.29,0.81,0.06,0.32,5.24,0.26
"ENST00000485883",0,0,0,0,0,0,0,0.29,0,0,0,0,0.36,0,0,0,0.17,0.13,0.94,0.23,0.03,0.18,5.67,0.15
"ENST00000485929",0,0,0.06,0,0,0,0.19,0,0,0,1.07,0,0,0,0,0.39,0.26,0,0,0,0.03,0.17,6.13,0.14
"ENST00000485959",0,0,0,0,0,0,1.2,0,0,2.15,1.24,0,0.44,0,7.06,0,0,0.63,0.41,0,0.13,0.98,7.33,0.84
"ENST00000486013",1.3,1.53,0.85,0,0,2.25,0,0,0.49,0,2.97,0,3.94,4.65,8.34,2.25,7.46,3.59,0.59,1.9,0.71,3.57,5.01,2.86
"ENST00000486138",0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0.73,0,1.25,3.33,0,0,0.07,0.53,7.6,0.46
"ENST00000486223",0,0,0,0,0,0.23,0,0,0,0.13,0,0.22,0.37,0,0.47,0,0.17,0.11,0.1,0,0.03,0.14,5.66,0.12
"ENST00000486285",0,0,0.55,0,0.67,0,0,0,0,0,3.34,1.18,0,0,0,0,0.8,0.87,0,1.29,0.14,0.75,5.5,0.61
"ENST00000486303",0.1,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0.35,0,0,0.16,0.01,0.07,6.62,0.06
"ENST00000486408",0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0.41,0.02,0.22,9.96,0.2
"ENST00000486629",0.05,0,0,0,0,0,0,0,0,0,0,0.02,0.13,0,0,0,0,0,0.18,0,0.01,0.03,5.9,0.03
"ENST00000486631",0,0,0.51,0,0,0,0,0,0,0,0.64,0.59,0.46,0,0,0.24,0,0,0.3,0.31,0.06,0.25,4.46,0.2
"ENST00000486638",0.1,0,0,0,0,0,0,0,0,0.09,0.11,0,0,0.27,0,0,0.18,0,0,0,0.01,0.06,4.98,0.04
"ENST00000486694",0,0,0,0,0,0,0,0.05,0,0.47,0,0,0,0,0.38,0,0,0.3,0,0,0.01,0.07,11.84,0.06
"ENST00000486706",0,0,0,0,0,0.32,0.29,0,0,0,0,0.59,0.26,0,0,0,0.66,0.25,0.36,0.87,0.07,0.3,4.42,0.23
"ENST00000486739",0,0,0,0,0.37,0,0,0,0,0,0,0.45,0,0.22,0,0,0,0,0,0.99,0.04,0.17,4.01,0.12
"ENST00000486756",0,0,0,0,0,0,0.13,0,0.19,0,0.25,0.79,0,2.23,0.21,0,0,0,0,0,0.04,0.35,9.79,0.31
"ENST00000486853",0,0,0.14,0,0,0,0,0.14,0,0,0,0,0,0,0,0.62,0,0,0.14,0.51,0.03,0.13,4.05,0.1
"ENST00000486969",0,0,0,0,0,0,0,0.11,0,0,0.79,0,0.4,0,0.1,0,0.17,0.71,0,0,0.01,0.22,18.22,0.21
"ENST00000487091",0.32,0,0,0,0.65,0,0,0,1.46,7.6,0.59,3.98,2.86,0,0,5.27,0.79,0,0,0,0.27,1.35,4.99,1.08
"ENST00000487146",0.11,0.08,0,0,0.12,0,0,0.12,0,0.64,0.92,0.36,0.11,0.36,0.1,0.54,0.27,0.07,0.27,0.14,0.05,0.31,6.59,0.27
"ENST00000487164",0,0,0.13,0,0,0.02,0,0,0,0,0,0,0.28,0,0,1.37,0,0,0.28,0,0.02,0.19,11.38,0.18
"ENST00000487228",0,0,0,0,0,0,0.17,0.09,0,0,0.78,0.24,0,0.6,0.17,0,0,0.2,0.11,0.22,0.03,0.23,8.06,0.2
"ENST00000487256",0,0,0,0.07,0.09,0,0,0,0,0.06,0.51,0,0,0.32,0.06,0.39,0,0,0.09,0,0.02,0.14,7.7,0.12
"ENST00000487260",0,0,0,0,0,0,0,0.59,0,1.96,1.54,0,0.52,1.62,0,0,0,1.75,0,0,0.07,0.54,8.27,0.48
"ENST00000487319",0,0,0,0,0,0,0.36,0,0,0,0.75,1.96,0,0,0,0,0,0.45,0.38,0,0.04,0.35,8.84,0.31
"ENST00000487341",0,0,0,0,0,0,0,0.31,0,0,0,0,0.18,0,0,0,1.51,0,0,0,0.03,0.17,4.89,0.13
"ENST00000487368",0,0,0,0,0,0,0,0,0.36,0,0,1.12,0.26,0,0.37,0,0.38,0,0,0,0.04,0.21,5.33,0.17
"ENST00000487530",0,0,0,0,0,0,0.25,0,0,1.11,0.91,0,0,0.74,0,0,0,0,0,0,0.03,0.16,5.94,0.14
"ENST00000487557",0,0,0,0,0.15,0,0,0,0,0.14,0.4,0,0.13,0,0,0,0,0,0.14,0.13,0.02,0.08,4.94,0.06
"ENST00000487568",0,0,0,0,0.11,0,0,0,0,0,0,0,0.5,0,0.23,0,0,0,0.5,0.19,0.01,0.14,11.41,0.13
"ENST00000487705",0,0,0,0.51,0,0,0,0,0.19,0,0.46,0.63,0.61,0.53,0,0,0.89,0.33,0,0,0.08,0.34,4.45,0.27
"ENST00000488146",0.37,0,0,0,0.34,0,0,0.82,0,0.36,1.87,0,0.06,0.24,0,0.71,0.6,1.01,1.3,2.98,0.17,0.88,5.14,0.71
"ENST00000488157",0,0,0,0,0.57,0,0,0,0.38,0,0,0,0.33,1.06,0,0,1.3,0.59,1.35,1.25,0.11,0.59,5.58,0.48
"ENST00000488203",0.03,0,0,0,0.15,0,0,0.03,0.03,0,0.38,0.23,0,0,0,0.15,0,0.17,0.11,0.11,0.03,0.11,4.49,0.09
"ENST00000488209",0,0,0.59,0,0.47,0.23,0,0,0,0,1.59,0.19,0.45,0,0.01,0,1.21,1.43,0,1.45,0.14,0.63,4.42,0.49
"ENST00000488212",0,0,0,0,0.37,0,0,0,0,0,0.04,0.9,0.39,0.65,0.34,0,0,0,0,0,0.04,0.23,5.62,0.19
"ENST00000488223",0.19,0.1,0,0,0.17,0,0,0,0.37,1.08,0.21,0.41,1.4,0.44,0.36,0,0.18,0.39,0.19,0.15,0.09,0.37,4.06,0.28
"ENST00000488296",0,0,0,0,0,0.34,0,0,0,0,0,0,1.4,0,0.67,0,0,0,0,0,0.04,0.21,5.45,0.17
"ENST00000488317",0,0,0,0,0.98,0,0,0,0.87,2.49,0,0,0.86,0,0.78,0,6.86,0.95,0,0,0.21,0.95,4.58,0.74
"ENST00000488325",0,0,0,0,0.07,0,0,0,0,0,0,0.63,0,0,0,0,0,0.06,0.18,0,0.01,0.09,11.68,0.08
"ENST00000488404",0.58,0,0.28,1.02,16.65,0,0.52,0.21,0.33,2.55,7.19,9.28,8.84,10.51,16.44,27.13,8.65,14.62,19.9,16.21,2.18,13.88,6.38,11.7
"ENST00000488449",0,0,0,0,0,0.8,0,1.4,0,0.61,0.21,0.69,0.86,0.96,1.41,0.54,1.77,2.13,0.45,1.64,0.24,1.06,4.36,0.82
"ENST00000488511",0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,1.63,0,0,0,0.04,0.16,4.33,0.13
"ENST00000488539",0,0,0,0,0,0.29,0,0,0,0,0.32,0,0,0,0,0,0,0.27,0.22,0.84,0.03,0.17,5.18,0.13
"ENST00000488608",0.06,0,0,0,0.02,0.02,0,0,0,0,0.14,0.13,0.05,0.02,0,0.02,0.02,0.1,0,0.08,0.01,0.06,4.97,0.05
"ENST00000488682",0,0,0,0,0,0,0.65,0,0.71,2.47,0,0,0,0.87,0,0,5.28,2.78,0.46,0.6,0.15,1,6.62,0.85
"ENST00000488765",0,0.06,0.14,0.03,0.04,0.04,0.03,0.03,0,0.06,0.03,0.21,0.6,0.72,0.12,0.08,0.04,0.14,0,0.09,0.04,0.2,4.9,0.16
"ENST00000488774",0,0,0,0,0.24,0,0,0,0,1.26,0,0.91,0,0,0.92,0,0,0.74,0,0,0.03,0.26,9.73,0.23
"ENST00000488779",0,0,0,0,0,0,0,0,0.34,0,0,2,0,0,0,0,1.1,0,0,1.42,0.04,0.45,11.79,0.41
"ENST00000488830",0,0,0,0,0.3,0,0,0,0,0,0.5,0.12,0.27,0,0,0.63,0,0,0.05,0,0.03,0.16,4.62,0.12
"ENST00000488860",0,0,0,0,0.19,0,0.85,0,0,0,0.65,0,0,0,0,0,0,0,3.92,2.16,0.12,0.67,5.81,0.56
"ENST00000488892",1.37,0,0,0,0,0,0,0.49,0,0,1.7,1.13,0,4.55,2.87,0,0.46,0,0,0,0.21,1.07,5.19,0.86
"ENST00000489017",0,0,0,0,0,0,0.26,0,0,0,1.77,0,0,0,0,0,0,0,2.99,0,0.03,0.48,16.81,0.45
"ENST00000489019",0.14,0,0,0,0,0,0,0.98,0,0,1.22,0,0,0.41,0.38,1.92,0.43,4.34,1.61,0.7,0.12,1.1,8.87,0.98
"ENST00000489063",0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.31,0,0.52,0,0,0.92,0.19,0.03,0.19,6.98,0.17
"ENST00000489087",0,0,0.47,0,0,0,0,0,0,0,0,1.47,0,2.49,0,0,0,0,0,0,0.05,0.4,7.58,0.34
"ENST00000489092",0,0.4,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0.59,0,0,0.87,0.04,0.28,6.35,0.24
"ENST00000489096",0,0,0,0,0,0,0,0,1.11,0,0,0,0,4.41,0,5.42,0,0,3.32,0,0.12,1.32,10.7,1.19
"ENST00000489124",0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0.67,0.66,0.41,0,1.43,3.9,0.09,0.71,7.73,0.62
"ENST00000489127",0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.7,0,0.18,0,0.02,0.09,5.09,0.07
"ENST00000489172",0,0,0.05,0,0.04,0,0,0.1,0,0,0.33,0,0,0.07,0,0.44,0.36,0.17,0,0.08,0.02,0.15,6.73,0.12
"ENST00000489215",0,0,1.12,0,0.64,0,0,0,0,0,0,1.45,0.94,2.82,1.46,1.27,0,0.36,0.71,0,0.2,0.9,4.59,0.71
"ENST00000489219",0,0,0.09,0,0,0,0,0,0.01,0,0,0.7,0,0.31,0,0.8,0,0,0,0,0.01,0.18,16.39,0.17
"ENST00000489300",0,0.34,0,0,0,0,0.29,0,0.48,0.49,0.64,0.33,0.79,2.02,0,0,2.69,0,0,0.65,0.12,0.71,5.76,0.59
"ENST00000489332",0,0,0,0,0.06,0,0,0,0,0,0.07,0,0,0,0.13,0.13,0,0,0.17,0,0.01,0.05,6.92,0.04
"ENST00000489356",0,0.05,0,0,0,0,0,0,0,0,0.04,0.17,0,0.08,0,0,0.09,0.05,0,0,0.01,0.04,8.7,0.04
"ENST00000489429",0,0,0,0,0,0.05,0,0.03,0,0,0.1,0,0,0.08,0,0,0,0.13,0.17,0,0.01,0.05,5.61,0.04
"ENST00000489452",0,0.28,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0.93,0,0,1.37,0,0.03,0.25,8.12,0.22
"ENST00000489482",1.11,0.28,0,0,0.23,0,0.15,0.75,0,0,1.48,1.19,0.38,2.93,0,0,0.14,2.25,1.23,1.56,0.28,1.12,4.01,0.84
"ENST00000489493",0,0,0,0,0.34,0,0.2,0,0,0,0.21,0,0,0,0,0.42,0.91,0.96,1.08,0,0.06,0.36,5.98,0.3
"ENST00000489638",0,0.05,0.05,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0.18,0,0.05,0.01,0.06,5.5,0.05
"ENST00000489666",0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0.31,0.01,0.09,12.01,0.08
"ENST00000489695",0,0,0,0,0,0,0,0,0.25,0.23,1.43,0,0,1.63,0.88,0.48,0.96,0.26,0,0,0.03,0.56,20.49,0.54
"ENST00000489760",0,0,0,0,0,0.31,0,0,0,0,0.57,0.3,0,0,0.82,0,0.3,0.33,0.31,1.91,0.03,0.46,13.35,0.42
"ENST00000489808",0.26,0,0,0.1,0,0,0.43,0,0,0,0.44,0,0,2.17,0.45,0.57,0,0.54,0,0,0.09,0.42,4.74,0.33
"ENST00000489838",1.52,0,0,0,0,0,0,0,0,4.71,2.16,2.19,0.68,2.28,0,2.99,0,0,5.18,1.23,0.17,1.67,9.91,1.5
"ENST00000489886",0,0,0,0,0,0,0.3,0,0,0,0.21,0,0,0,0,0,0,0.18,0.1,1.16,0.03,0.16,4.93,0.13
"ENST00000489907",0,0,0,0,0,0.26,0,0,0,0,0.76,0,0.25,0.25,0,0,0.25,0,0,0,0.03,0.15,5.19,0.12
"ENST00000489940",0,0,0.27,0,0,0,0,0,0,0,0,0.51,0,0.25,0,0,0,0,0,0.64,0.03,0.14,4.6,0.11
"ENST00000489983",0,0,0,0,0,0.16,0,0,0,0,0.58,0,0,0,0,0,0,0.24,0,0,0.02,0.08,4.53,0.06
"ENST00000490013",0,0,0.07,0,0,0,0,0,0,0.12,0.18,0,0,0.11,0,0,0,0.21,0,0,0.01,0.05,6.37,0.04
"ENST00000490038",0,0,0,0,0,0,0.21,0,0,0,0,0,0.24,0,0,0,0,0,0.74,0,0.02,0.1,4.17,0.07
"ENST00000490048",0,0,0.22,0,0,0,0,0,0,0,0.64,0,0.34,0,0,0.33,0.8,0.42,0,0.63,0.02,0.31,12.79,0.29
"ENST00000490049",0,0,0,0,0,0,0,2.38,1.8,0,0,3.92,0,2.77,0,2.9,4.82,5.67,5.5,0,0.46,2.56,5.51,2.09
"ENST00000490088",0,0,0,0,0,0,0.14,0,0,0,0.14,0,0,0.01,0.73,0,0,0.78,0.13,0,0.02,0.18,11.31,0.16
"ENST00000490115",0,0,0,0,0,0,0.24,0,0.03,0,0.18,0,0.53,0.34,0,0,0,0,0.38,0,0.03,0.14,4.76,0.11
"ENST00000490229",0.23,0,0,0,0,0,0,0,0,0,0,0.34,0.94,0.16,1.18,0,0,0.33,0,0.91,0.03,0.39,14.98,0.36
"ENST00000490258",0,0,0,0,0.56,0,0,0,2.53,0,4.31,1.01,3.48,1.96,1.1,1.23,1.28,0,0,0.52,0.34,1.49,4.33,1.15
"ENST00000490273",0.08,0,0,0,0,0,0,0,0,0,0,0.23,0.13,0.26,0,0,0,0,0,0,0.01,0.06,7.25,0.05
"ENST00000490346",0,0,0,0,0,0,0.27,0,0,0,0,1,0,0.41,0,0,0,0,0,0,0.03,0.14,4.65,0.11
"ENST00000490369",0,0,0,0,0,0,0,0,0.21,0,0,0.22,0,0,0,0,0.22,0.47,0,0.32,0.02,0.12,5.21,0.1
