"Ensembl_ID","patient1_healthy","patient2_healthy","patient3_healthy","patient4_healthy","patient5_healthy","patient6_healthy","patient7_healthy","patient8_healthy","patient9_healthy","patient10_healthy","patient1_diseased","patient2_diseased","patient3_diseased","patient4_diseased","patient5_diseased","patient6_diseased","patient7_diseased","patient8_diseased","patient9_diseased","patient10_diseased","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression"
"ENST00000474571",0,0.91,0.98,0,0,0.9,0,1.89,0,0,0,0,0,2.5,0,0,0,0,0,0,0.52,0.25,0.48,-0.27
"ENST00000474585",0.37,0,1.8,1.75,0,0,0.76,0.44,0,0,0,0.43,0,0,0,0.22,1.24,0,0.67,0,0.57,0.26,0.45,-0.31
"ENST00000474639",0,1.48,1.23,0,1.29,0.67,0,0.94,0.53,2.52,0.62,0.64,0.69,0.37,0,0.16,0.34,0,0,0.53,0.68,0.33,0.49,-0.35
"ENST00000474683",0,0,0,0,0.9,0.77,1.09,3.39,0,2.01,0,0,0,0.62,1.98,0,0.5,0,0,0,0.68,0.31,0.45,-0.37
"ENST00000474690",0.23,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0.03,0.01,0.44,-0.01
"ENST00000474691",0,0,0,0,0,0,0.31,0,0,0.15,0,0,0,0,0,0,0,0.13,0,0,0.03,0.01,0.38,-0.02
"ENST00000474693",0.19,0,0,1.18,0.91,1.87,0,0.78,0.84,0,0.64,0,0,0.38,0,0.67,0.39,0.39,0.4,0,0.64,0.29,0.45,-0.35
"ENST00000474709",0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.03,0.01,0.43,-0.02
"ENST00000474710",0.39,0.29,0.09,0.97,0.09,0.35,0.14,0.48,0.3,0.13,0.42,0,0.29,0.19,0.41,0,0.1,0,0.07,0,0.34,0.15,0.43,-0.2
"ENST00000474765",0.33,0,0,0.21,0.26,0,0,0.27,0,0,0,0.18,0,0,0,0,0.36,0,0,0,0.12,0.05,0.46,-0.06
"ENST00000474769",0,0.72,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0.14,0.06,0.46,-0.07
"ENST00000474774",4.38,2.11,2.26,0,0.37,0,0,0.33,3.45,1.62,0,2.79,0.61,0,0,1.93,0,1.24,0,0,1.43,0.66,0.46,-0.78
"ENST00000474786",1.44,1.34,3.18,0,1.63,3.21,26.98,7.49,15.51,9.16,6.54,1.27,0,0,4.43,4.94,5.14,7.01,0,3.03,6.75,3.24,0.48,-3.52
"ENST00000474798",0,0,0,0,1.62,0.53,8.51,1.11,1.49,2.02,0.97,0.51,0,0,0,0.49,0.52,3.48,0,0,1.47,0.6,0.41,-0.88
"ENST00000474801",2.7,0,1.13,0.64,1.27,0.25,0,0.86,0,0,0,0,0,0,0,0.62,0,0,0,3.01,0.76,0.36,0.48,-0.4
"ENST00000474852",0,0.15,0,0,0.83,0.42,1.03,1.23,0,0,0.66,0.76,0.17,0,0,0,0,0,0,0,0.41,0.16,0.39,-0.25
"ENST00000474913",0.12,0,0,0,0.13,0.12,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0.12,0.05,0.02,0.41,-0.03
"ENST00000474919",0,0,0.2,0.55,0.25,0.52,0.16,0,0,0,0,0,0.32,0,0.32,0,0,0,0,0.22,0.19,0.09,0.47,-0.1
"ENST00000474937",0,0.24,0,0,0,0,0,0,0.22,0.9,0,0,0,0,0,0,0.23,0,0,0,0.05,0.02,0.44,-0.03
"ENST00000474938",0,1.52,0,0,1.21,0,0,0,0.67,0,0,0,0,1.32,0.31,0,0,0,0,0,0.38,0.16,0.43,-0.21
"ENST00000474968",0.82,1.73,2.45,0.78,1.09,0.88,1.63,3.9,0.86,0.14,0.72,0.5,1.14,0.56,0.56,1.7,0.33,0.9,0,0.41,1.57,0.68,0.44,-0.89
"ENST00000474998",0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.02,0.01,0.42,-0.01
"ENST00000475074",0,0,0,0,3.47,2.63,0,1.77,0,0,0,0,0,0.49,0,0,0,2,1.26,0,0.87,0.38,0.43,-0.5
"ENST00000475082",0,0,0,0,0,0.03,0.37,0,0,0,0,0,0,0,0,0,0,0,0.08,0.11,0.04,0.02,0.44,-0.02
"ENST00000475127",0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0.06,0.03,0.46,-0.03
"ENST00000475164",0,0,0.24,0,0.57,0,0,0.47,0.21,0,0,0,0,0,0,0,0,0,0.2,0.47,0.17,0.07,0.4,-0.1
"ENST00000475170",0,0,0,0,0,0,0,0.17,0,0,0.01,0,0,0,0,0,0,0.08,0,0,0.02,0.01,0.44,-0.01
"ENST00000475184",0,0,0,0,0.36,0.76,0,0.74,1.45,0,0.47,0.48,0,0,0,0,0.24,0,0.5,0,0.37,0.17,0.46,-0.2
"ENST00000475208",1.21,1.05,0.3,5.04,0,0,1.57,1.53,0,1.17,0.12,1.58,0,0,0,0,1.47,1.36,0.64,0,1.19,0.52,0.44,-0.67
"ENST00000475216",0,0,0,0,0.39,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.04,0.04,0.02,0.49,-0.02
"ENST00000475327",0,0,0.05,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.01,0,0.43,-0.01
"ENST00000475336",3.22,0.59,2.45,1.58,0.64,1.25,0.5,0.3,0.84,0.38,1.19,0.53,0.75,1.4,1.07,0.35,0.16,0.19,0,0.44,1.26,0.61,0.48,-0.66
"ENST00000475379",0,0,0,0.77,0,0,0,0,0,0.29,0,0,0.35,0,0,0,0,0,0,0,0.09,0.04,0.41,-0.05
"ENST00000475402",0.6,0.38,0,1.96,0,0,1.46,1.02,0,0,0.67,0,0.18,0.21,0,0.32,0,0,1.51,0,0.6,0.29,0.48,-0.31
"ENST00000475414",0.5,0,0.86,0,0,0,0,3.95,0.66,0,1.54,0.57,0,0,0,0.52,0,0,0,0,0.66,0.26,0.4,-0.4
"ENST00000475422",0,0,0.65,0.67,1.26,0,0.39,0.94,0,1.01,0,0,0,0.38,0,1.05,0.35,0,0,0,0.43,0.18,0.41,-0.26
"ENST00000475435",0,0.45,0,0,0.44,0,0,0.79,1.07,1.17,0,0,0,0.81,0,0.53,0,0,0.06,0,0.31,0.14,0.46,-0.17
"ENST00000475455",0.14,0,0.04,0,0.22,0.12,0.3,0.12,0,0.04,0,0.08,0,0.04,0.12,0,0.12,0.04,0.08,0,0.1,0.05,0.45,-0.06
"ENST00000475495",0.65,1.18,0,0,1.55,1.16,0,0,1.11,0,0.75,0,0,0,0,0.27,0.28,0.82,0.77,0,0.63,0.29,0.46,-0.34
"ENST00000475505",2.49,0.96,1.18,2.58,1.02,3.29,1.08,3.06,1.13,1.72,0.85,0,0.56,0,0.27,1.43,0,1.61,0.91,2.8,1.87,0.84,0.45,-1.03
"ENST00000475572",0,0,0,0,0.28,0,0.58,0,0,0,0.12,0,0,0,0,0,0,0,0,0.27,0.09,0.04,0.41,-0.06
"ENST00000475584",0,0.51,0,0,0,0,1.41,0,0.36,0,0,0.29,0,0.32,0.27,0,0,0,0,0.32,0.25,0.12,0.47,-0.13
"ENST00000475595",0.28,0,0,0,0,0.98,0,0,0,0,0,0,0.35,0,0.26,0,0,0,0,0,0.14,0.06,0.44,-0.08
"ENST00000475668",0.62,0.61,0.58,0.49,0.21,0.82,0.92,1.05,0.24,0.49,0.33,0,0.18,0.11,0.19,0.57,0.21,0.25,0.04,0.49,0.62,0.24,0.38,-0.38
"ENST00000475759",0,0,0,1.29,0.37,0,0.27,0.3,0.86,0,0.28,0,0,0,0,0,0,0.98,0,0,0.34,0.13,0.37,-0.22
"ENST00000475762",0,0,0.05,0,0.2,0,0.19,0.25,0,0,0,0,0.18,0.13,0,0,0,0,0,0,0.08,0.03,0.39,-0.05
"ENST00000475873",0.47,0,0.35,0,0.44,0,0,1.59,0,1.69,0,0,0,0.4,0,0,0.61,0,0,0.43,0.32,0.14,0.45,-0.17
"ENST00000475914",0.31,0.18,0,0,0.24,1.24,0.5,0.6,0.03,0.32,0,0.32,0.4,0,0.04,0.36,0,0.15,0,0,0.34,0.13,0.37,-0.22
"ENST00000475972",0.29,1.02,0,0.52,0,0.59,0,0.22,0,0,0.41,0.11,0,0.12,0,0.24,0.1,0.37,0,0,0.29,0.14,0.46,-0.16
"ENST00000476052",0.19,0,0,0,0,0.08,0,0.07,0,0,0,0.15,0,0,0,0,0,0,0,0,0.04,0.01,0.4,-0.02
"ENST00000476129",0.18,0,0,0,0.58,0,0,0,0,0,0.19,0,0,0.19,0,0,0,0,0,0,0.08,0.04,0.45,-0.05
"ENST00000476158",0.69,1.99,0.24,0,2.78,0.18,2.01,1.18,1.78,0.36,0,0,0.48,2.25,0,0.49,0.93,0.2,0.38,1.21,1.2,0.59,0.49,-0.61
"ENST00000476271",0,0,1.09,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0.12,0.05,0.43,-0.07
"ENST00000476314",0.34,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0.19,0,0,0,0.04,0.02,0.49,-0.02
"ENST00000476408",0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.21,0,0.06,0.02,0.38,-0.03
"ENST00000476507",1.8,0,1.95,0,1.53,0.52,0.83,1.02,0,0,0,0,0,0.5,0,0,1.38,0,1.11,0.68,0.85,0.37,0.43,-0.48
"ENST00000476510",3.82,0.56,1.81,0,2.28,1.44,0.75,0,0,2.95,0,1.19,1.3,0,0,0,0.8,0.67,1.24,0,1.19,0.52,0.44,-0.67
"ENST00000476532",0.87,6.31,0,0,0,0,0,0,0,0,1.63,0,0,0,0,1.18,0,0,0.77,0,0.8,0.36,0.45,-0.44
"ENST00000476553",1.13,2.47,2.39,2.21,7.41,1.7,1.35,0.63,0.2,0.6,0.61,0.41,0.81,0.61,1.34,1.03,0.4,2.13,1.59,1.46,2.17,1.04,0.48,-1.13
"ENST00000476559",1.74,0.42,0.51,0,0.56,0.55,0.31,0.23,0.48,0,0.12,0.79,0.41,0,0.21,0.36,0,0.11,0.12,0.22,0.53,0.23,0.44,-0.3
"ENST00000476594",0.48,0.78,0,0.53,0.42,0,0.23,0.55,0,0.92,0,0.49,0.48,0,0,0,0.51,0,0,0,0.33,0.15,0.45,-0.18
"ENST00000476661",3.09,0.73,0.87,2.81,1.2,2.18,3.6,6.64,5.98,0,0.95,0,1.28,0.63,1.96,3.47,1.33,1.12,3.07,1.08,3.01,1.49,0.49,-1.52
"ENST00000476688",0.72,0,0.12,0.72,0,1.02,0,0.14,0,0.58,0,0,0,0,0.31,0,0.37,0.42,0.24,0.12,0.3,0.15,0.48,-0.16
"ENST00000476691",0,0.25,0.14,1,0.16,0.12,0.55,0.59,0.46,0,0.35,0.12,0.23,0.12,0,0.24,0.24,0.25,0.12,0.15,0.36,0.18,0.49,-0.18
"ENST00000476741",0,0.88,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.35,0,0.14,0.06,0.38,-0.09
"ENST00000476777",0,0,0.51,1.83,0.5,0,0,0.05,0,0,0,0,0,0.61,0,0,0.89,0.05,0,0,0.32,0.16,0.48,-0.17
"ENST00000476794",0.98,0,0,0.93,0,0.66,0.81,0,0,0,0,0.65,0,0,0.44,0,0.3,0,0.35,0,0.38,0.17,0.46,-0.2
"ENST00000476809",3.72,2.26,0.2,4.6,1.36,1.79,0,3.16,0.52,1.26,0,0.81,0,0,1.12,2.92,0.77,1.92,1.7,0.14,1.96,0.94,0.48,-1.02
"ENST00000476822",0,0.52,0.18,0,0.22,0.33,0.06,0.47,0,0,0,0,0,0.55,0,0.07,0,0.15,0,0,0.2,0.08,0.39,-0.12
"ENST00000476911",1.23,2.23,5.42,4.64,3.15,0.95,5.18,1.65,2.17,0,0,0.77,0.79,2.07,0,1.92,0.81,1.56,1.84,3.41,2.96,1.32,0.45,-1.64
"ENST00000476948",0,0,1.05,0,2.36,1.83,0,0.35,1.47,3.36,0.95,0.71,0,0,0,0,0.26,0.24,0.51,0.26,0.78,0.29,0.37,-0.49
"ENST00000476952",0,0,0,0.67,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0.13,0,0,0.07,0.03,0.41,-0.04
"ENST00000476969",0,0,0.42,0,1.13,0,0,2.69,0,0,0,0,0,0.32,0.31,0,0,0.4,0.41,0.53,0.47,0.2,0.42,-0.27
"ENST00000476991",0.31,0.33,0.65,0,0,0.04,1.24,1.15,0.93,0,0,0,0.15,0,0,0.44,0,0,1.51,0,0.52,0.21,0.41,-0.31
"ENST00000477026",7.86,3.27,7.72,1.82,2.09,1.12,6.37,5.78,4.09,2.51,4.08,1.05,1.35,0.64,0.25,1.58,3.26,2.61,2.44,1.75,4.46,1.9,0.43,-2.56
"ENST00000477069",0,0.13,0.15,0.12,0.42,0.43,0,0.3,0,0,0,0.16,0.08,0.09,0,0,0.1,0,0.22,0,0.17,0.06,0.38,-0.11
"ENST00000477124",0.91,0.87,0,0,2,0,0.25,0,0.24,0.5,0.48,0.26,0,0,0,0,0.51,0.28,0.5,0,0.47,0.2,0.43,-0.27
"ENST00000477144",2.16,2.36,2.23,0.18,0.22,1.91,1.57,2.72,3,2.23,0.25,1.49,0.85,3.65,0,0.68,0.13,0,0,1.22,1.82,0.83,0.46,-0.99
"ENST00000477186",0.52,0,0.19,0,0.39,0,0,0,0,0,0,0,0,0.31,0,0,0.21,0,0,0,0.12,0.05,0.43,-0.07
"ENST00000477206",0.76,1.41,2.5,0,0.85,0.33,0.29,1.66,0.72,0,0.68,0,0.28,0,0.29,0,0.97,0.33,1.03,0.82,0.95,0.44,0.46,-0.51
"ENST00000477262",1.27,0,0.24,0,0,0.72,0.36,0,0.49,5.95,0.64,0.43,0.24,0,0,0,0,0,0.18,0,0.34,0.15,0.44,-0.19
"ENST00000477274",0,0,14.29,0,43.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,29.5,6.42,3.04,0.47,-3.38
"ENST00000477314",0.56,0,0,0,0,0.36,0.25,0,0,1.37,0,0,0.16,0,0,0,0,0.46,0,0,0.13,0.06,0.48,-0.07
"ENST00000477392",0.06,0.03,0.09,0,0.03,0.06,0.03,0.06,0.03,0.15,0,0,0.06,0,0,0.09,0,0.06,0,0,0.04,0.02,0.48,-0.02
"ENST00000477396",0,0,0,0,0,0.03,0.1,0,0.04,0,0,0,0,0.03,0,0,0,0,0,0.06,0.02,0.01,0.44,-0.01
"ENST00000477429",0,0.64,0,0,0,0.2,0,0,0,0,0,0,0.19,0,0,0.2,0,0,0,0,0.09,0.04,0.41,-0.05
"ENST00000477441",0,0.51,0.61,0,2.01,0,0,0,0.8,0,0,0.28,0,0,0,0,0.93,0,0,0.67,0.44,0.19,0.43,-0.25
"ENST00000477456",0.4,0,0,0.94,0,0.43,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0.2,0.08,0.41,-0.12
"ENST00000477486",0.37,0,0.25,0,0,0.21,0.38,0,0.78,0,0,0.2,0,0,0,0,0.2,0.43,0,0,0.22,0.08,0.38,-0.14
"ENST00000477535",0.34,0.28,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.14,0,0,0.07,0.03,0.44,-0.04
"ENST00000477537",0,0,0.18,0.37,0,0,0.26,0,0.12,0.31,0.05,0,0,0,0.03,0,0,0.13,0,0.21,0.1,0.04,0.41,-0.06
"ENST00000477549",1.79,1.13,1.85,0.66,1.15,0,2.45,0.31,0,1.03,0.3,0.71,0.49,0.3,0.29,0,0.3,0.83,0.32,1.27,1.04,0.48,0.46,-0.56
"ENST00000477601",0,0,0,0,0,0.25,0,0,0.23,0,0.21,0,0,0,0,0,0,0,0,0,0.05,0.02,0.4,-0.03
"ENST00000477604",0,0.54,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0.06,0.03,0.45,-0.03
"ENST00000477627",1.31,0.57,0.35,0,0,1.11,0.49,0,0.25,0.26,0,0,0,0,0.24,0.52,0,0,0.27,0.81,0.45,0.18,0.41,-0.27
"ENST00000477706",0,0.69,1.17,1.65,0,2.1,0.2,1.34,0.22,0.43,1.08,0,0,0,0.39,0.67,0,0.46,0.23,0.7,0.82,0.35,0.43,-0.47
"ENST00000477781",1.08,1.22,1.11,0,0,1.21,1.17,0,0,1.1,2.39,0,0,0,0,0,0,0,0,0,0.64,0.24,0.37,-0.4
"ENST00000477910",0,0,0.14,0,0,0,0.23,0,0,0.24,0,0,0,0,0,0,0,0,0,0.2,0.04,0.02,0.48,-0.02
"ENST00000477965",1.31,0,0,2.61,0,0.87,0,1.38,0.52,1.72,0,0.68,0.6,0.27,0,0,0.2,0.97,0.56,0.37,0.74,0.37,0.49,-0.38
"ENST00000477993",0,0.48,0,0,0,0,0.07,0,0,0,0,0,0,0.08,0.15,0,0.08,0,0,0,0.06,0.03,0.49,-0.03
"ENST00000478051",0,0,0,0,0.09,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.01,0,0.41,-0.01
"ENST00000478060",0,0.03,0,0.19,0,0.1,0,0.03,0,0,0.08,0,0,0.04,0,0,0.02,0,0.05,0,0.04,0.02,0.45,-0.02
"ENST00000478086",0.83,0,0.21,1.74,0,0.8,0.19,0.38,0,0,0.52,0.14,0.14,0.33,0.43,0,0.33,0.21,0,0,0.46,0.21,0.46,-0.25
"ENST00000478091",0.53,0,0,0,1.33,1.12,2.23,2.02,0.7,0,0.17,0.2,0.17,0.17,0.46,0.83,0,0.43,1.61,0,0.88,0.4,0.46,-0.48
"ENST00000478171",0,0,0,0,0,0.5,0,0.56,0,0,0,0,0,0.28,0,0,0,0,0.29,0,0.12,0.06,0.49,-0.06
"ENST00000478182",0,0.15,0.22,0,0.05,0,0,0,0.32,0,0,0.05,0,0.07,0.1,0.05,0,0.05,0.07,0,0.08,0.04,0.47,-0.04
"ENST00000478210",1.9,0,0.17,0,0,0,0.86,0,0,2.84,0.7,0,0,0,0,0,0,0,0.82,0,0.33,0.15,0.47,-0.17
"ENST00000478242",1.73,0.66,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0.27,0.11,0.43,-0.15
"ENST00000478246",0,1.19,0,0,0,0.14,0.13,0.14,0,2.34,0,0.14,0.27,0.13,0,0,0.14,0,0.14,0,0.18,0.08,0.46,-0.1
"ENST00000478276",0,0,0,0,0,6.86,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0.76,0.28,0.37,-0.48
"ENST00000478277",0.61,0.69,0,0,0,1.95,1.82,0,0.63,4.34,0,0.7,0,1.86,0,0,0,0,0,0,0.63,0.26,0.4,-0.38
"ENST00000478295",0,0.7,0,0,0,0,0,0,0,0,0,0,0.24,0.04,0,0,0,0,0,0,0.08,0.03,0.37,-0.05
"ENST00000478325",0.06,0,0,0,0.07,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0.04,0.02,0.02,0.02,0.01,0.44,-0.01
"ENST00000478384",0,0.22,0,0,0,0,0.47,1.81,0,1.86,0,0,0,0,0,0,0.32,0.2,0.19,0.33,0.28,0.1,0.38,-0.17
"ENST00000478423",0,0,0,1.01,0.25,0.08,0,0.3,0,0,0,0,0.07,0,0,0.2,0,0.1,0,0.35,0.18,0.07,0.4,-0.11
"ENST00000478485",2.84,0.55,0.52,0,0.51,0.17,0.49,1.78,0.15,0.64,0.28,0.51,0.69,0.81,0,0,0.61,0.77,0,0,0.78,0.37,0.47,-0.41
"ENST00000478505",0.11,0.89,1.68,2.15,0.94,0.93,0.71,0,1.29,0.02,0.08,0.34,0,0,0.12,0,0,1.54,0.6,1.05,0.97,0.37,0.39,-0.59
"ENST00000478550",0.19,0,0.5,0,0.89,0.54,0,0.23,0,0,0,0,0.29,0.19,0,0,0,0.13,0.41,0,0.26,0.1,0.39,-0.16
"ENST00000478570",0,0.27,0.04,0.07,0.23,0.45,0.21,0.1,0.16,0,0.04,0.14,0.14,0,0,0.09,0.09,0.21,0.01,0.09,0.17,0.08,0.47,-0.09
"ENST00000478598",0,1.69,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0.19,0.08,0.41,-0.11
"ENST00000478644",21.77,34.29,19.26,19.11,15.98,16.06,9.23,21.16,23.82,15.82,7.61,13.06,9.9,12.5,4.49,12.01,13.82,0,1.06,12.9,20.07,8.73,0.44,-11.34
"ENST00000478647",0.77,0.44,0,0,1.37,1.23,2.21,2.13,2.7,4.71,0,1.2,0.38,0,0,0.39,1.63,1.34,0.84,0,1.21,0.58,0.48,-0.63
"ENST00000478731",0,0,0.32,0.28,0.43,0,0.68,0,0.71,0,0.24,0,0.47,0,0,0,0,0,0,0.38,0.27,0.11,0.41,-0.16
"ENST00000478736",0,0.59,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0.07,0.03,0.4,-0.04
"ENST00000478738",0,0.27,0.29,0,0.49,0.11,1.7,0.12,0.02,0,0.11,0.15,0.23,0,0.1,0,0.48,0.17,0.07,0.19,0.33,0.15,0.45,-0.18
"ENST00000478776",0,1.56,1.21,0.82,0.96,0,0.24,0.27,2,0,0,0.75,0.52,0.25,0,0,0,0.29,0.82,0.4,0.78,0.3,0.39,-0.48
"ENST00000478979",0.35,0,0.08,0.16,0.12,0,0.17,0.15,0.36,0,0.1,0.26,0,0,0,0,0,0.36,0,0,0.16,0.07,0.47,-0.08
"ENST00000478995",0.49,0,0.59,0,0,0.27,0,0,0.26,0,0.4,0,0.13,0,0,0.13,0,0.14,0,0,0.18,0.08,0.45,-0.1
"ENST00000479002",0.9,0.62,0.22,0,0,0.67,0,0,1.73,0,0.37,0.18,0,0.2,0.53,0,0,0,0,0.51,0.46,0.18,0.39,-0.28
"ENST00000479017",0,0,1.88,0,0.75,1.36,2.06,1.04,2.36,0,0,0.6,0,2.46,0,0,0,0,0.55,0.89,1.05,0.45,0.43,-0.6
"ENST00000479026",0,0,0,0,0.18,0.2,0.07,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.05,0.02,0.41,-0.03
"ENST00000479038",0,1.51,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0.17,0.07,0.39,-0.1
"ENST00000479046",0.37,0,0.19,0,0.34,0.74,0,0.33,0,0.12,0,0,0,0,0.58,0,0.01,0,0.41,0,0.22,0.1,0.46,-0.12
"ENST00000479051",0,0,0,0,0,0,0.17,0,0.5,0.32,0,0.34,0,0,0,0,0,0,0,0,0.07,0.03,0.45,-0.04
"ENST00000479118",0,0,0.47,0,0.42,0,1.05,0,2.21,0,1.65,0.32,0,0,0,0,0,0,0,0,0.46,0.2,0.43,-0.26
"ENST00000479178",0,0,0,1.22,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0.25,0.11,0.45,-0.14
"ENST00000479263",0.32,1.04,0.99,1.79,0.99,0,0,0,0.92,0.38,0.48,0.49,0,0.49,0.46,0.38,0.09,0.43,0.43,0,0.67,0.32,0.48,-0.35
"ENST00000479280",0,0.35,0,0,0,1.18,0,0,0,0,0,0.29,0.45,0,0,0,0,0,0,0,0.17,0.07,0.44,-0.09
"ENST00000479306",1.49,0,1.23,0,0,0,2.53,0,0,0,0,0,0,1.33,0,0,0,0,1.31,0,0.58,0.26,0.45,-0.32
"ENST00000479334",0.57,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0.06,0.03,0.41,-0.04
"ENST00000479353",0,0,0,0,0.08,0.09,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.02,0.01,0.41,-0.01
"ENST00000479361",0.9,0.1,0.11,0.05,0.27,0.4,0.53,0.33,0.88,0.67,0.44,0.09,0,0,0,0,0.2,0.2,0.14,0.64,0.4,0.17,0.43,-0.22
"ENST00000479368",1.08,2.34,5.82,6.39,2.42,3.36,2.35,0.89,2.82,0.45,1.36,0.65,0.83,1.35,0.2,0.49,0.24,2.12,2.82,3.45,3.05,1.35,0.44,-1.7
"ENST00000479441",0,0,0,0,0,0,0,0.05,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0,0.01,0,0.48,0
"ENST00000479442",1.13,0.4,0.52,0,0,1.64,0.49,0.4,0.31,0,0,0,0.99,0,0,0,0.43,0.87,0,0,0.54,0.23,0.42,-0.31
"ENST00000479522",1.3,1.85,5.07,0.64,1.76,0.7,1.38,0.59,0,0,0.81,0,0,0,2.17,0,0,1.25,1.42,0.72,1.48,0.64,0.43,-0.84
"ENST00000479569",0,0,0,0,0.51,0,0.27,0.02,0,0,0,0.36,0,0,0,0,0,0,0,0,0.09,0.04,0.41,-0.05
"ENST00000479676",0,0,0,0,0,0,5.29,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0.59,0.22,0.37,-0.37
"ENST00000479679",0,0.81,0.3,0.53,0.45,0,0.1,0.09,0.18,0,0,0,0.37,0,0.1,0.47,0,0,0,0.11,0.27,0.11,0.38,-0.17
"ENST00000479690",0.18,0,0.57,1.62,0.45,1.05,0,0.19,0.2,0,0,0.19,0.53,0.35,0.24,0,0.36,0,0.54,0,0.47,0.22,0.47,-0.25
"ENST00000479693",1.41,1.63,0,0.53,0.26,0,0.87,0,0,1.28,0.26,1.9,0,0.4,0,0,0,0,0,0,0.52,0.26,0.49,-0.27
"ENST00000479739",0.16,1,0.27,1.45,0.09,0.12,0.18,0,0.15,0,0,0.76,0,0.07,0.1,0,0.21,0.37,0.08,0,0.38,0.16,0.42,-0.22
"ENST00000479774",0,0.2,0.22,0,0.28,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.1,0.04,0.38,-0.06
"ENST00000479783",0.03,0.21,0,0,0,0.17,0.06,0,0,0,0.08,0,0,0,0,0.07,0,0.06,0,0,0.05,0.02,0.42,-0.03
"ENST00000479871",0.07,0,0,0.16,0.19,0.07,0.31,0.28,0.14,0,0.16,0,0,0.16,0,0,0.07,0.23,0,0,0.14,0.06,0.46,-0.07
"ENST00000479898",0.28,1.63,0,0,0.35,0,0,0.48,0,0.84,0,0,0.77,0.35,0,0,0,0.17,0.1,0,0.3,0.14,0.46,-0.16
"ENST00000479939",0,4.18,0,0,1.36,3.31,1.95,2.05,9.43,0,0.84,1.35,0,0,0,3.12,0.53,2.53,0,3.21,2.48,1.16,0.47,-1.32
"ENST00000480062",2.31,1.01,0.83,1.81,1.9,0,0,1.25,0.64,0,1.34,0,0,0,0.66,0,0,0.33,2.07,0,1.08,0.44,0.41,-0.64
"ENST00000480064",0,0.44,0,1.6,0.41,0,0.6,0,0,0,0,0.21,0.38,0.44,0,0,0,0.22,0,0,0.34,0.13,0.37,-0.21
"ENST00000480103",0,0.18,0.16,0.17,0.73,0,0,0,0,0,0.16,0,0.15,0,0,0,0.15,0.16,0,0,0.14,0.06,0.46,-0.07
"ENST00000480133",0.05,2.23,2.62,0,0,1.31,3.69,0,2,0,0.65,0,3.94,0,0,0,1.39,0,0,0,1.32,0.6,0.45,-0.72
"ENST00000480148",0.06,0.93,0.97,2.45,0.67,0.05,0,0.67,0,0,0.36,1.76,0.14,0.08,0,0.12,0,0.25,0.43,0,0.64,0.31,0.48,-0.33
"ENST00000480166",0,0,0,0,0,0,0,0.95,0.98,0,0,0,0,0,0,0,0.85,0,0,0,0.22,0.09,0.4,-0.13
"ENST00000480170",0,0.21,1.04,0,0.62,0,0.18,0,0.38,0,0.39,0,0.38,0.19,0.18,0,0,0,0,0,0.27,0.11,0.42,-0.16
"ENST00000480210",0.09,0.78,0.59,0,0.58,0,0,0.5,0,0.27,0.48,0,0,0,0,0.88,0,0,0,0,0.28,0.14,0.48,-0.15
